county,office,district,party,candidate,votes,election_day,mail,provisional
Elk,Registered Voters,,,,20457,,,
Elk,Ballots Cast,,,,8845,7150,1686,9
Elk,Ballots Cast Blank,,,,2,2,0,0
Elk,Judge of the Superior Court,,DEM,BRANDON NEUMAN,2955,1918,1032,5
Elk,Judge of the Superior Court,,REP,MARIA BATTISTA,5510,4942,564,4
Elk,Judge of the Superior Court,,LBR,DANIEL WASSMER,176,138,38,0
Elk,Judge of the Superior Court,,,Write-ins,11,11,0,0
Elk,Judge of the Commonwealth Court,,DEM,STELLA TSAI,3002,1957,1041,4
Elk,Judge of the Commonwealth Court,,REP,MATT WOLFORD,5631,5031,595,5
Elk,Judge of the Commonwealth Court,,,Write-ins,7,7,0,0
Elk,BENEZETTE TWP TAX COLLECTOR 4 YR,,D/R,TANYA GALLAGHER,109,100,9,0
Elk,BENEZETTE TWP TAX COLLECTOR 4 YR,,,Write-ins,5,4,1,0
Elk,BENEZETTE TWP SUPERVISOR 6 YR,,,Write-ins,102,97,5,0
Elk,BENEZETTE TWP AUDITOR 6 YR,,,Write-ins,30,29,1,0
Elk,BENEZETTE TWP AUDITOR 4 YR,,,Write-ins,25,25,0,0
Elk,BENEZETTE JUDGE OF ELECTIONS 4 YR,,REP,LEIGH ANN COPELLO,102,94,8,0
Elk,BENEZETTE JUDGE OF ELECTIONS 4 YR,,,Write-ins,2,2,0,0
Elk,BENEZETTE INSPECTOR OF ELECTIONS 4 YR,,DEM,BRENDA MAHOLTZ,92,86,6,0
Elk,BENEZETTE INSPECTOR OF ELECTIONS 4 YR,,,Write-ins,6,5,1,0
Elk,FOX TWP TAX COLLECTOR 4 YR,,D/R,JILL L PRITT,995,803,191,1
Elk,FOX TWP TAX COLLECTOR 4 YR,,,Write-ins,16,14,2,0
Elk,FOX TWP SUPERVISOR 6 YR,,REP,MATTHEW D PONTZER,901,755,145,1
Elk,FOX TWP SUPERVISOR 6 YR,,,Write-ins,31,19,12,0
Elk,FOX TWP AUDITOR 6 YR,,,Write-ins,82,64,18,0
Elk,FOX TWP AUDITOR 2 YR,,,Write-ins,90,77,13,0
Elk,FOX #1 JUDGE OF ELECTIONS 4 YR,,DEM,MARLENE GLANTZ,338,249,88,1
Elk,FOX #1 JUDGE OF ELECTIONS 4 YR,,,Write-ins,18,18,0,0
Elk,FOX #1 JUDGE OF ELECTIONS 4 YR,,DEM,JOHN GLANTZ,192,122,69,1
Elk,FOX #1 JUDGE OF ELECTIONS 4 YR,,REP,DORETHEA J SHEELEY,342,310,32,0
Elk,FOX #1 JUDGE OF ELECTIONS 4 YR,,,Write-ins,0,0,0,0
Elk,FOX #2 JUDGE OF ELECTIONS 4 YR,,REP,MARLENE BENINI,428,356,72,0
Elk,FOX #2 JUDGE OF ELECTIONS 4 YR,,,Write-ins,6,3,3,0
Elk,FOX #2 INSPECTOR OF ELECTIONS 4 YR,,DEM,JENNIFER BAUER,176,122,54,0
Elk,FOX #2 INSPECTOR OF ELECTIONS 4 YR,,REP,SANDRA J MILLER,304,270,34,0
Elk,FOX #2 INSPECTOR OF ELECTIONS 4 YR,,,Write-ins,1,1,0,0
Elk,HIGHLAND TWP TAX COLLECTOR 4 YR,,REP,DEBRA RAUGHT,88,72,15,1
Elk,HIGHLAND TWP TAX COLLECTOR 4 YR,,,Write-ins,51,41,10,0
Elk,HIGHLAND TWP SUPERVISOR 4 YR,,REP,JAMES A PENCE,102,83,18,1
Elk,HIGHLAND TWP SUPERVISOR 4 YR,,REP,LLOYD HULINGS,94,79,14,1
