county,precinct_id,precinct,office,district,candidate,party,votes
Lehigh,180201,Salisbury 2nd Ward,Straight Party,,DEMOCRATIC,DEM,355
Lehigh,180301,Salisbury 3rd Ward 1st District,Straight Party,,DEMOCRATIC,DEM,169
Lehigh,180302,Salisbury 3rd Ward 2nd District,Straight Party,,DEMOCRATIC,DEM,176
Lehigh,180401,Salisbury 4th Ward 1st District,Straight Party,,DEMOCRATIC,DEM,214
Lehigh,180402,Salisbury 4th Ward 2nd District,Straight Party,,DEMOCRATIC,DEM,119
Lehigh,180501,Salisbury 5th Ward 1st District,Straight Party,,DEMOCRATIC,DEM,157
Lehigh,180502,Salisbury 5th Ward 2nd District,Straight Party,,DEMOCRATIC,DEM,233
Lehigh,190101,South Whitehall 1st District,Straight Party,,DEMOCRATIC,DEM,407
Lehigh,190102,South Whitehall 2nd District,Straight Party,,DEMOCRATIC,DEM,241
Lehigh,190103,South Whitehall 3rd District,Straight Party,,DEMOCRATIC,DEM,435
Lehigh,190104,South Whitehall 4th District,Straight Party,,DEMOCRATIC,DEM,229
Lehigh,190105,South Whitehall 5th District,Straight Party,,DEMOCRATIC,DEM,501
Lehigh,190106,South Whitehall 6th District,Straight Party,,DEMOCRATIC,DEM,434
Lehigh,190107,South Whitehall 7th District,Straight Party,,DEMOCRATIC,DEM,221
Lehigh,190108,South Whitehall 8th District,Straight Party,,DEMOCRATIC,DEM,509
Lehigh,200101,Upper Macungie 1st District,Straight Party,,DEMOCRATIC,DEM,425
Lehigh,200102,Upper Macungie 2nd District,Straight Party,,DEMOCRATIC,DEM,554
Lehigh,200103,Upper Macungie 3rd District,Straight Party,,DEMOCRATIC,DEM,341
Lehigh,200104,Upper Macungie 4th District,Straight Party,,DEMOCRATIC,DEM,308
Lehigh,200105,Upper Macungie 5th District,Straight Party,,DEMOCRATIC,DEM,662
Lehigh,200106,Upper Macungie 6th District,Straight Party,,DEMOCRATIC,DEM,278
Lehigh,200107,Upper Macungie 7th District,Straight Party,,DEMOCRATIC,DEM,311
Lehigh,200108,Upper Macungie 8th District,Straight Party,,DEMOCRATIC,DEM,292
Lehigh,210101,Upper Milford Eastern District,Straight Party,,DEMOCRATIC,DEM,519
Lehigh,210102,Upper Milford Western District,Straight Party,,DEMOCRATIC,DEM,421
Lehigh,220101,Upper Saucon 1st District,Straight Party,,DEMOCRATIC,DEM,439
Lehigh,220102,Upper Saucon 2nd District,Straight Party,,DEMOCRATIC,DEM,306
Lehigh,220103,Upper Saucon 3rd District,Straight Party,,DEMOCRATIC,DEM,231
Lehigh,220104,Upper Saucon 4th District,Straight Party,,DEMOCRATIC,DEM,624
Lehigh,220105,Upper Saucon 5th District,Straight Party,,DEMOCRATIC,DEM,272
Lehigh,220106,Upper Saucon 6th District,Straight Party,,DEMOCRATIC,DEM,266
Lehigh,230101,Washington Eastern District,Straight Party,,DEMOCRATIC,DEM,88
Lehigh,230102,Washington Southern District,Straight Party,,DEMOCRATIC,DEM,335
Lehigh,230103,Washington Western District,Straight Party,,DEMOCRATIC,DEM,79
Lehigh,240101,Weisenberg,Straight Party,,DEMOCRATIC,DEM,408
Lehigh,250101,Whitehall 1st District,Straight Party,,DEMOCRATIC,DEM,456
Lehigh,250102,Whitehall 2nd District,Straight Party,,DEMOCRATIC,DEM,154
Lehigh,250103,Whitehall 3rd District,Straight Party,,DEMOCRATIC,DEM,293
Lehigh,250104,Whitehall 4th District,Straight Party,,DEMOCRATIC,DEM,260
Lehigh,250105,Whitehall 5th District,Straight Party,,DEMOCRATIC,DEM,133
Lehigh,250106,Whitehall 6th District,Straight Party,,DEMOCRATIC,DEM,256
Lehigh,250107,Whitehall 7th District,Straight Party,,DEMOCRATIC,DEM,369
Lehigh,250108,Whitehall 8th District,Straight Party,,DEMOCRATIC,DEM,287
Lehigh,250109,Whitehall 9th District,Straight Party,,DEMOCRATIC,DEM,307
Lehigh,250110,Whitehall 10th District,Straight Party,,DEMOCRATIC,DEM,295
Lehigh,250111,Whitehall 11th District,Straight Party,,DEMOCRATIC,DEM,270
Lehigh,250112,Whitehall 12th District,Straight Party,,DEMOCRATIC,DEM,394
Lehigh,10101,Allentown 1st Ward 1st District,Straight Party,,REPUBLICAN,REP,32
Lehigh,10201,Allentown 2nd Ward 1st District,Straight Party,,REPUBLICAN,REP,30
Lehigh,10301,Allentown 3rd Ward 1st District,Straight Party,,REPUBLICAN,REP,36
Lehigh,10401,Allentown 4th Ward 1st District,Straight Party,,REPUBLICAN,REP,32
Lehigh,10501,Allentown 5th Ward 1st District,Straight Party,,REPUBLICAN,REP,35
Lehigh,10601,Allentown 6th Ward 1st District,Straight Party,,REPUBLICAN,REP,17
Lehigh,10602,Allentown 6th Ward 2nd District,Straight Party,,REPUBLICAN,REP,41
Lehigh,10701,Allentown 7th Ward,Straight Party,,REPUBLICAN,REP,49
Lehigh,10801,Allentown 8th Ward 1st District,Straight Party,,REPUBLICAN,REP,18
Lehigh,10802,Allentown 8th Ward 2nd District,Straight Party,,REPUBLICAN,REP,22
Lehigh,10803,Allentown 8th Ward 3rd District,Straight Party,,REPUBLICAN,REP,30
Lehigh,10804,Allentown 8th Ward 4th District,Straight Party,,REPUBLICAN,REP,82
Lehigh,10805,Allentown 8th Ward 5th District,Straight Party,,REPUBLICAN,REP,35
Lehigh,10806,Allentown 8th Ward 6th District,Straight Party,,REPUBLICAN,REP,37
Lehigh,10807,Allentown 8th Ward 7th District,Straight Party,,REPUBLICAN,REP,129
Lehigh,10901,Allentown 9th Ward 1st District,Straight Party,,REPUBLICAN,REP,36
Lehigh,11001,Allentown 10th Ward 1st District,Straight Party,,REPUBLICAN,REP,30
Lehigh,11003,Allentown 10th Ward 3rd District,Straight Party,,REPUBLICAN,REP,38
Lehigh,11004,Allentown 10th Ward 4th District,Straight Party,,REPUBLICAN,REP,29
Lehigh,11101,Allentown 11th Ward 1st District,Straight Party,,REPUBLICAN,REP,43
Lehigh,11102,Allentown 11th Ward 2nd District,Straight Party,,REPUBLICAN,REP,42
Lehigh,11103,Allentown 11th Ward 3rd District,Straight Party,,REPUBLICAN,REP,55
Lehigh,11104,Allentown 11th Ward 4th District,Straight Party,,REPUBLICAN,REP,117
Lehigh,11105,Allentown 11th Ward 5th District,Straight Party,,REPUBLICAN,REP,81
Lehigh,11106,Allentown 11th Ward 6th District,Straight Party,,REPUBLICAN,REP,155
Lehigh,11107,Allentown 11th Ward 7th District,Straight Party,,REPUBLICAN,REP,117
Lehigh,11201,Allentown 12th Ward 1st District,Straight Party,,REPUBLICAN,REP,65
Lehigh,11202,Allentown 12th Ward 2nd District,Straight Party,,REPUBLICAN,REP,94
Lehigh,11203,Allentown 12th Ward 3rd District,Straight Party,,REPUBLICAN,REP,120
Lehigh,11204,Allentown 12th Ward 4th District,Straight Party,,REPUBLICAN,REP,118
Lehigh,11205,Allentown 12th Ward 5th District,Straight Party,,REPUBLICAN,REP,88
Lehigh,11301,Allentown 13th Ward 1st District,Straight Party,,REPUBLICAN,REP,43
Lehigh,11302,Allentown 13th Ward 2nd District,Straight Party,,REPUBLICAN,REP,68
Lehigh,11303,Allentown 13th Ward 3rd District,Straight Party,,REPUBLICAN,REP,86
Lehigh,11304,Allentown 13th Ward 4th District,Straight Party,,REPUBLICAN,REP,62
Lehigh,11401,Allentown 14th Ward 1st District,Straight Party,,REPUBLICAN,REP,106
Lehigh,11402,Allentown 14th Ward 2nd District,Straight Party,,REPUBLICAN,REP,82
Lehigh,11501,Allentown 15th Ward 1st District,Straight Party,,REPUBLICAN,REP,106
Lehigh,11502,Allentown 15th Ward 2nd District,Straight Party,,REPUBLICAN,REP,127
Lehigh,11503,Allentown 15th Ward 3rd District,Straight Party,,REPUBLICAN,REP,141
Lehigh,11504,Allentown 15th Ward 4th District,Straight Party,,REPUBLICAN,REP,89
Lehigh,11601,Allentown 16th Ward 1st District,Straight Party,,REPUBLICAN,REP,93
Lehigh,11602,Allentown 16th Ward 2nd District,Straight Party,,REPUBLICAN,REP,173
Lehigh,11701,Allentown 17th Ward 1st District,Straight Party,,REPUBLICAN,REP,93
Lehigh,11702,Allentown 17th Ward 2nd District,Straight Party,,REPUBLICAN,REP,120
Lehigh,11703,Allentown 17th Ward 3rd District,Straight Party,,REPUBLICAN,REP,135
Lehigh,11704,Allentown 17th Ward 4th District,Straight Party,,REPUBLICAN,REP,375
Lehigh,11801,Allentown 18th Ward 1st District,Straight Party,,REPUBLICAN,REP,98
Lehigh,11802,Allentown 18th Ward 2nd District,Straight Party,,REPUBLICAN,REP,168
Lehigh,11901,Allentown 19th Ward 1st District,Straight Party,,REPUBLICAN,REP,80
Lehigh,11902,Allentown 19th Ward 2nd District,Straight Party,,REPUBLICAN,REP,97
Lehigh,11903,Allentown 19th Ward 3rd District,Straight Party,,REPUBLICAN,REP,95
Lehigh,11904,Allentown 19th Ward 4th District,Straight Party,,REPUBLICAN,REP,75
Lehigh,11905,Allentown 19th Ward 5th District,Straight Party,,REPUBLICAN,REP,163
Lehigh,11906,Allentown 19th Ward 6th District,Straight Party,,REPUBLICAN,REP,152
Lehigh,21001,Bethlehem 10th Ward 1st District,Straight Party,,REPUBLICAN,REP,85
Lehigh,21101,Bethlehem 11th Ward 1st District,Straight Party,,REPUBLICAN,REP,82
Lehigh,21201,Bethlehem 12th Ward 1st District,Straight Party,,REPUBLICAN,REP,71
Lehigh,21202,Bethlehem 12th Ward 2nd District,Straight Party,,REPUBLICAN,REP,81
Lehigh,21301,Bethlehem 13th Ward 1st District,Straight Party,,REPUBLICAN,REP,164
Lehigh,21302,Bethlehem 13th Ward 2nd District,Straight Party,,REPUBLICAN,REP,120
Lehigh,21303,Bethlehem 13th Ward 3rd District,Straight Party,,REPUBLICAN,REP,187
Lehigh,21304,Bethlehem 13th Ward 4th District,Straight Party,,REPUBLICAN,REP,183
Lehigh,21305,Bethlehem 13th Ward 5th District,Straight Party,,REPUBLICAN,REP,127
Lehigh,21306,Bethlehem 13th Ward 6th District,Straight Party,,REPUBLICAN,REP,121
Lehigh,21307,Bethlehem 13th Ward 7th District,Straight Party,,REPUBLICAN,REP,127
Lehigh,21308,Bethlehem 13th Ward 8th District,Straight Party,,REPUBLICAN,REP,139
Lehigh,30101,Alburtis,Straight Party,,REPUBLICAN,REP,249
Lehigh,40101,Catasauqua 1st District,Straight Party,,REPUBLICAN,REP,144
Lehigh,40102,Catasauqua 2nd District,Straight Party,,REPUBLICAN,REP,185
Lehigh,40103,Catasauqua 3rd District,Straight Party,,REPUBLICAN,REP,170
Lehigh,50101,Coopersburg,Straight Party,,REPUBLICAN,REP,284
Lehigh,60101,Coplay 1st District,Straight Party,,REPUBLICAN,REP,135
Lehigh,60102,Coplay 2nd District,Straight Party,,REPUBLICAN,REP,174
Lehigh,70101,Emmaus 1st District,Straight Party,,REPUBLICAN,REP,204
Lehigh,70102,Emmaus 2nd District,Straight Party,,REPUBLICAN,REP,200
Lehigh,70103,Emmaus 3rd District,Straight Party,,REPUBLICAN,REP,278
Lehigh,70104,Emmaus 4th District,Straight Party,,REPUBLICAN,REP,186
Lehigh,70105,Emmaus 5th District,Straight Party,,REPUBLICAN,REP,149
Lehigh,70106,Emmaus 6th District,Straight Party,,REPUBLICAN,REP,222
Lehigh,80101,Fountain Hill 1st District,Straight Party,,REPUBLICAN,REP,100
Lehigh,80102,Fountain Hill 2nd District,Straight Party,,REPUBLICAN,REP,106
Lehigh,80103,Fountain Hill 3rd District,Straight Party,,REPUBLICAN,REP,98
Lehigh,90101,Macungie,Straight Party,,REPUBLICAN,REP,360
Lehigh,100101,Slatington 1st District,Straight Party,,REPUBLICAN,REP,116
Lehigh,100102,Slatington 2nd District,Straight Party,,REPUBLICAN,REP,91
Lehigh,100103,Slatington 3rd District,Straight Party,,REPUBLICAN,REP,189
Lehigh,110101,Hanover,Straight Party,,REPUBLICAN,REP,144
Lehigh,120101,Heidelberg,Straight Party,,REPUBLICAN,REP,578
Lehigh,130101,Lower Macungie 1st District,Straight Party,,REPUBLICAN,REP,491
Lehigh,130102,Lower Macungie 2nd District,Straight Party,,REPUBLICAN,REP,752
Lehigh,130103,Lower Macungie 3rd District,Straight Party,,REPUBLICAN,REP,421
Lehigh,130104,Lower Macungie 4th District,Straight Party,,REPUBLICAN,REP,416
Lehigh,130105,Lower Macungie 5th District,Straight Party,,REPUBLICAN,REP,386
Lehigh,130106,Lower Macungie 6th District,Straight Party,,REPUBLICAN,REP,537
Lehigh,130107,Lower Macungie 7th District,Straight Party,,REPUBLICAN,REP,321
Lehigh,130108,Lower Macungie 8th District,Straight Party,,REPUBLICAN,REP,353
Lehigh,130109,Lower Macungie 9th District,Straight Party,,REPUBLICAN,REP,284
Lehigh,130110,Lower Macungie 10th District,Straight Party,,REPUBLICAN,REP,443
Lehigh,140101,Lower Milford,Straight Party,,REPUBLICAN,REP,730
Lehigh,150101,Lowhill,Straight Party,,REPUBLICAN,REP,477
Lehigh,160101,Lynn New Tripoli District,Straight Party,,REPUBLICAN,REP,459
Lehigh,160102,Lynn Lynnville District,Straight Party,,REPUBLICAN,REP,157
Lehigh,160103,Lynn Jacksonville District,Straight Party,,REPUBLICAN,REP,211
Lehigh,170101,North Whitehall 1st District,Straight Party,,REPUBLICAN,REP,570
Lehigh,170102,North Whitehall 2nd District,Straight Party,,REPUBLICAN,REP,531
Lehigh,170103,North Whitehall 3rd District,Straight Party,,REPUBLICAN,REP,297
Lehigh,170104,North Whitehall 4th District,Straight Party,,REPUBLICAN,REP,404
Lehigh,170105,North Whitehall 5th District,Straight Party,,REPUBLICAN,REP,402
Lehigh,170106,North Whitehall 6th District,Straight Party,,REPUBLICAN,REP,256
Lehigh,180101,Salisbury 1st Ward,Straight Party,,REPUBLICAN,REP,266
Lehigh,180201,Salisbury 2nd Ward,Straight Party,,REPUBLICAN,REP,308
Lehigh,180301,Salisbury 3rd Ward 1st District,Straight Party,,REPUBLICAN,REP,165
Lehigh,180302,Salisbury 3rd Ward 2nd District,Straight Party,,REPUBLICAN,REP,155
Lehigh,180401,Salisbury 4th Ward 1st District,Straight Party,,REPUBLICAN,REP,265
Lehigh,180402,Salisbury 4th Ward 2nd District,Straight Party,,REPUBLICAN,REP,150
Lehigh,180501,Salisbury 5th Ward 1st District,Straight Party,,REPUBLICAN,REP,193
Lehigh,180502,Salisbury 5th Ward 2nd District,Straight Party,,REPUBLICAN,REP,279
Lehigh,190101,South Whitehall 1st District,Straight Party,,REPUBLICAN,REP,333
Lehigh,190102,South Whitehall 2nd District,Straight Party,,REPUBLICAN,REP,160
Lehigh,190103,South Whitehall 3rd District,Straight Party,,REPUBLICAN,REP,365
Lehigh,190104,South Whitehall 4th District,Straight Party,,REPUBLICAN,REP,247
Lehigh,190105,South Whitehall 5th District,Straight Party,,REPUBLICAN,REP,347
Lehigh,190106,South Whitehall 6th District,Straight Party,,REPUBLICAN,REP,289
Lehigh,190107,South Whitehall 7th District,Straight Party,,REPUBLICAN,REP,192
Lehigh,190108,South Whitehall 8th District,Straight Party,,REPUBLICAN,REP,496
Lehigh,200101,Upper Macungie 1st District,Straight Party,,REPUBLICAN,REP,418
Lehigh,200102,Upper Macungie 2nd District,Straight Party,,REPUBLICAN,REP,595
Lehigh,200103,Upper Macungie 3rd District,Straight Party,,REPUBLICAN,REP,366
Lehigh,200104,Upper Macungie 4th District,Straight Party,,REPUBLICAN,REP,167
Lehigh,200105,Upper Macungie 5th District,Straight Party,,REPUBLICAN,REP,655
Lehigh,200106,Upper Macungie 6th District,Straight Party,,REPUBLICAN,REP,196
Lehigh,200107,Upper Macungie 7th District,Straight Party,,REPUBLICAN,REP,249
Lehigh,200108,Upper Macungie 8th District,Straight Party,,REPUBLICAN,REP,255
Lehigh,210101,Upper Milford Eastern District,Straight Party,,REPUBLICAN,REP,665
Lehigh,210102,Upper Milford Western District,Straight Party,,REPUBLICAN,REP,684
Lehigh,220101,Upper Saucon 1st District,Straight Party,,REPUBLICAN,REP,516
Lehigh,220102,Upper Saucon 2nd District,Straight Party,,REPUBLICAN,REP,330
Lehigh,220103,Upper Saucon 3rd District,Straight Party,,REPUBLICAN,REP,273
Lehigh,220104,Upper Saucon 4th District,Straight Party,,REPUBLICAN,REP,785
Lehigh,220105,Upper Saucon 5th District,Straight Party,,REPUBLICAN,REP,303
Lehigh,220106,Upper Saucon 6th District,Straight Party,,REPUBLICAN,REP,237
Lehigh,230101,Washington Eastern District,Straight Party,,REPUBLICAN,REP,186
Lehigh,230102,Washington Southern District,Straight Party,,REPUBLICAN,REP,668
Lehigh,230103,Washington Western District,Straight Party,,REPUBLICAN,REP,179
Lehigh,240101,Weisenberg,Straight Party,,REPUBLICAN,REP,955
Lehigh,250101,Whitehall 1st District,Straight Party,,REPUBLICAN,REP,210
Lehigh,250102,Whitehall 2nd District,Straight Party,,REPUBLICAN,REP,105
Lehigh,250103,Whitehall 3rd District,Straight Party,,REPUBLICAN,REP,90
Lehigh,250104,Whitehall 4th District,Straight Party,,REPUBLICAN,REP,172
Lehigh,250105,Whitehall 5th District,Straight Party,,REPUBLICAN,REP,120
Lehigh,250106,Whitehall 6th District,Straight Party,,REPUBLICAN,REP,173
Lehigh,250107,Whitehall 7th District,Straight Party,,REPUBLICAN,REP,371
Lehigh,250108,Whitehall 8th District,Straight Party,,REPUBLICAN,REP,277
Lehigh,250109,Whitehall 9th District,Straight Party,,REPUBLICAN,REP,232
Lehigh,250110,Whitehall 10th District,Straight Party,,REPUBLICAN,REP,327
Lehigh,250111,Whitehall 11th District,Straight Party,,REPUBLICAN,REP,219
Lehigh,250112,Whitehall 12th District,Straight Party,,REPUBLICAN,REP,227
