candidate,office,district,party,county,precinct,votes,winner
,Registered Voters,,,Fulton,Ayr Township,1271,
,Ballots Cast,,,Fulton,Ayr Township,759,
,Straight Party,,DEM,Fulton,Ayr Township,59,
,Straight Party,,REP,Fulton,Ayr Township,441,
,Straight Party,,GRN,Fulton,Ayr Township,0,
,Straight Party,,LIB,Fulton,Ayr Township,0,
Bob Casey Jr,U.S. Senate,,DEM,Fulton,Ayr Township,154,
Lou Barletta,U.S. Senate,,REP,Fulton,Ayr Township,590,
Neal Gale,U.S. Senate,,GRN,Fulton,Ayr Township,3,
Dale R Kerns Jr,U.S. Senate,,LIB,Fulton,Ayr Township,6,
Write In,U.S. Senate,,,Fulton,Ayr Township,0,
Wolf/Fetterman,Governor,,DEM,Fulton,Ayr Township,151,
Wagner/Bartos,Governor,,REP,Fulton,Ayr Township,597,
Glover/Bowser-Bostick,Governor,,GRN,Fulton,Ayr Township,3,
Krawchuk/Smith,Governor,,LIB,Fulton,Ayr Township,2,
Write In,Governor,,,Fulton,Ayr Township,0,
Brent Ottaway,U.S. House,13,DEM,Fulton,Ayr Township,126,
John Joyce,U.S. House,13,REP,Fulton,Ayr Township,618,
Write In,U.S. House,13,REP,Fulton,Ayr Township,2,
Emily Best,State Senate,30,DEM,Fulton,Ayr Township,150,
Judy Ward,State Senate,30,REP,Fulton,Ayr Township,598,
Write In,State Senate,30,,Fulton,Ayr Township,0,
Deb Baughman,State House,78,DEM,Fulton,Ayr Township,121,
Jesse Topper,State House,78,REP,Fulton,Ayr Township,635,
Write In,State House,78,,Fulton,Ayr Township,0,
,Registered Voters,,,Fulton,Belfast Township,915,
,Ballots Cast,,,Fulton,Belfast Township,504,
,Straight Party,,DEM,Fulton,Belfast Township,41,
,Straight Party,,REP,Fulton,Belfast Township,290,
,Straight Party,,GRN,Fulton,Belfast Township,0,
,Straight Party,,LIB,Fulton,Belfast Township,0,
Bob Casey Jr,U.S. Senate,,DEM,Fulton,Belfast Township,67,
Lou Barletta,U.S. Senate,,REP,Fulton,Belfast Township,426,
Neal Gale,U.S. Senate,,GRN,Fulton,Belfast Township,5,
Dale R Kerns Jr,U.S. Senate,,LIB,Fulton,Belfast Township,3,
Write In,U.S. Senate,,,Fulton,Belfast Township,2,
Wolf/Fetterman,Governor,,DEM,Fulton,Belfast Township,87,
Wagner/Bartos,Governor,,REP,Fulton,Belfast Township,402,
Glover/Bowser-Bostick,Governor,,GRN,Fulton,Belfast Township,4,
Krawchuk/Smith,Governor,,LIB,Fulton,Belfast Township,6,
Write In,Governor,,,Fulton,Belfast Township,2,
Brent Ottaway,U.S. House,13,DEM,Fulton,Belfast Township,59,
John Joyce,U.S. House,13,REP,Fulton,Belfast Township,439,
Write In,U.S. House,13,REP,Fulton,Belfast Township,4,
Emily Best,State Senate,30,DEM,Fulton,Belfast Township,71,
Judy Ward,State Senate,30,REP,Fulton,Belfast Township,431,
Write In,State Senate,30,,Fulton,Belfast Township,0,
Deb Baughman,State House,78,DEM,Fulton,Belfast Township,60,
Jesse Topper,State House,78,REP,Fulton,Belfast Township,439,
Write In,State House,78,,Fulton,Belfast Township,1,
,Registered Voters,,,Fulton,Bethel Township,991,
,Ballots Cast,,,Fulton,Bethel Township,538,
,Straight Party,,DEM,Fulton,Bethel Township,62,
,Straight Party,,REP,Fulton,Bethel Township,322,
,Straight Party,,GRN,Fulton,Bethel Township,3,
,Straight Party,,LIB,Fulton,Bethel Township,0,
Bob Casey Jr,U.S. Senate,,DEM,Fulton,Bethel Township,105,
Lou Barletta,U.S. Senate,,REP,Fulton,Bethel Township,424,
Neal Gale,U.S. Senate,,GRN,Fulton,Bethel Township,5,
Dale R Kerns Jr,U.S. Senate,,LIB,Fulton,Bethel Township,3,
Write In,U.S. Senate,,,Fulton,Bethel Township,0,
Wolf/Fetterman,Governor,,DEM,Fulton,Bethel Township,106,
Wagner/Bartos,Governor,,REP,Fulton,Bethel Township,426,
Glover/Bowser-Bostick,Governor,,GRN,Fulton,Bethel Township,2,
Krawchuk/Smith,Governor,,LIB,Fulton,Bethel Township,2,
Write In,Governor,,,Fulton,Bethel Township,1,
Brent Ottaway,U.S. House,13,DEM,Fulton,Bethel Township,102,
John Joyce,U.S. House,13,REP,Fulton,Bethel Township,433,
Write In,U.S. House,13,REP,Fulton,Bethel Township,0,
Emily Best,State Senate,30,DEM,Fulton,Bethel Township,105,
Judy Ward,State Senate,30,REP,Fulton,Bethel Township,429,
Write In,State Senate,30,,Fulton,Bethel Township,1,
Deb Baughman,State House,78,DEM,Fulton,Bethel Township,96,
Jesse Topper,State House,78,REP,Fulton,Bethel Township,441,
Write In,State House,78,,Fulton,Bethel Township,0,
,Registered Voters,,,Fulton,Brush Creek Township,487,
,Ballots Cast,,,Fulton,Brush Creek Township,321,
,Straight Party,,DEM,Fulton,Brush Creek Township,31,
,Straight Party,,REP,Fulton,Brush Creek Township,162,
,Straight Party,,GRN,Fulton,Brush Creek Township,0,
,Straight Party,,LIB,Fulton,Brush Creek Township,0,
Bob Casey Jr,U.S. Senate,,DEM,Fulton,Brush Creek Township,75,
Lou Barletta,U.S. Senate,,REP,Fulton,Brush Creek Township,244,
Neal Gale,U.S. Senate,,GRN,Fulton,Brush Creek Township,0,
Dale R Kerns Jr,U.S. Senate,,LIB,Fulton,Brush Creek Township,0,
Write In,U.S. Senate,,,Fulton,Brush Creek Township,0,
Wolf/Fetterman,Governor,,DEM,Fulton,Brush Creek Township,69,
Wagner/Bartos,Governor,,REP,Fulton,Brush Creek Township,248,
Glover/Bowser-Bostick,Governor,,GRN,Fulton,Brush Creek Township,1,
Krawchuk/Smith,Governor,,LIB,Fulton,Brush Creek Township,1,
