county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Carbon,4 Banks Twp,Registered Voters,,,,733.0,,,
Carbon,5 Beaver Meadows Borough,Registered Voters,,,,600.0,,,
Carbon,6 Bowmanstown Borough,Registered Voters,,,,544.0,,,
Carbon,7 Fast Penn Twp-South,Registered Voters,,,,939.0,,,
Carbon,8 East Penn Twp-North,Registered Voters,,,,1013.0,,,
Carbon,10 East Side Borough,Registered Voters,,,,167.0,,,
Carbon,II Franklin Twp-Independent,Registered Voters,,,,799.0,,,
Carbon,12 Franklin Twp-Harrity,Registered Voters,,,,1209.0,,,
Carbon,13 Franklin Twp-Long Run,Registered Voters,,,,964.0,,,
Carbon,14 Jim Thorpe Borough-First Ward,Registered Voters,,,,714.0,,,
Carbon,15 Jim Thorpe Borough-Second Ward,Registered Voters,,,,518.0,,,
Carbon,16 Jim Thorpe Borough-Third Ward,Registered Voters,,,,881.0,,,
Carbon,17 Jim Thorpe Borough-Fourth Ward,Registered Voters,,,,431.0,,,
Carbon,18 Jim Thorpe Borough-Fifth Ward,Registered Voters,,,,798.0,,,
Carbon,20 Kidder Twp-North,Registered Voters,,,,351.0,,,
Carbon,21 Kidder Twp-South,Registered Voters,,,,1075.0,,,
Carbon,23 Lansford Borough-East,Registered Voters,,,,1024.0,,,
Carbon,24 Lansford Borough-Middle,Registered Voters,,,,617.0,,,
Carbon,25 Lansford Borough-West,Registered Voters,,,,611.0,,,
Carbon,26 Lausanne Twp,Registered Voters,,,,169.0,,,
Carbon,27 Lehigh Twp,Registered Voters,,,,356.0,,,
Carbon,28 Lehighton Borough-First Ward,Registered Voters,,,,1090.0,,,
Carbon,29 Lehighton Borough-Second Ward,Registered Voters,,,,992.0,,,
Carbon,30 Lehighton Borough-Third Ward,Registered Voters,,,,996.0,,,
Carbon,32 Lower Towamensing Twp-North,Registered Voters,,,,1163.0,,,
Carbon,33 Lower Towamensing Twp-South,Registered Voters,,,,862.0,,,
Carbon,35 Mahoning Twp-Mahoning,Registered Voters,,,,1639.0,,,
Carbon,36 Mahoning Twp-New Mahoning,Registered Voters,,,,563.0,,,
Carbon,38 Mahoning Twp-Packerton/Jamestown,Registered Voters,,,,509.0,,,
Carbon,41 Nesquehoning Borough-East,Registered Voters,,,,954.0,,,
Carbon,42 Nesquehoning Borough-West,Registered Voters,,,,1166.0,,,
Carbon,45 Packer Twp,Registered Voters,,,,751.0,,,
Carbon,47 Palmerton Borough-East,Registered Voters,,,,1096.0,,,
Carbon,48 Palmerton Borough-Middle,Registered Voters,,,,1643.0,,,
Carbon,49 Palmerton Borough-West,Registered Voters,,,,572.0,,,
Carbon,50 Parryville Borough,Registered Voters,,,,287.0,,,
Carbon,51-1 Penn Forest Twp-Southwest,Registered Voters,,,,1323.0,,,
Carbon,51-2 Penn Forest Twp-Northwest,Registered Voters,,,,1572.0,,,
Carbon,51-3 Penn Forest Twp-Middle,Registered Voters,,,,1112.0,,,
Carbon,51-4 Penn Forest Two-Northeast,Registered Voters,,,,1768.0,,,
Carbon,51-5 Penn Forest Twp-East,Registered Voters,,,,1705.0,,,
Carbon,52 Summit Hill Borough-First Ward,Registered Voters,,,,508.0,,,
Carbon,53 Summit Hill Borough-Second Ward,Registered Voters,,,,511.0,,,
Carbon,54 Summit Hill Borough-Third Ward/First,Registered Voters,,,,647.0,,,
Carbon,55 Summit Hill Borough-Third Ward/Second,Registered Voters,,,,353.0,,,
Carbon,56 Towamensing Twp-North,Registered Voters,,,,1036.0,,,
Carbon,57-1 Towamensing Twp-South-1,Registered Voters,,,,1102.0,,,
