candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Lycoming,0100 ANTHONY TOWNSHIP,573.0
,Ballots Cast,,,Lycoming,0100 ANTHONY TOWNSHIP,399.0
,Straight Party,,DEM,Lycoming,0100 ANTHONY TOWNSHIP,23.0
,Straight Party,,REP,Lycoming,0100 ANTHONY TOWNSHIP,262.0
,Straight Party,,GRN,Lycoming,0100 ANTHONY TOWNSHIP,1.0
,Straight Party,,LIB,Lycoming,0100 ANTHONY TOWNSHIP,0.0
"BOB CASEY, JR",U.S. Senate,,DEM,Lycoming,0100 ANTHONY TOWNSHIP,65.0
LOU BARLETTA,U.S. Senate,,REP,Lycoming,0100 ANTHONY TOWNSHIP,314.0
NEAL GALE,U.S. Senate,,GRN,Lycoming,0100 ANTHONY TOWNSHIP,3.0
"DALE R KERNS, JR",U.S. Senate,,LIB,Lycoming,0100 ANTHONY TOWNSHIP,4.0
WRITE-IN,U.S. Senate,,,Lycoming,0100 ANTHONY TOWNSHIP,0.0
TOM WOLF,Governor,,DEM,Lycoming,0100 ANTHONY TOWNSHIP,74.0
SCOTT R WAGNER,Governor,,REP,Lycoming,0100 ANTHONY TOWNSHIP,309.0
PAUL GLOVER,Governor,,GRN,Lycoming,0100 ANTHONY TOWNSHIP,1.0
KEN V KRAWCHUK,Governor,,LIB,Lycoming,0100 ANTHONY TOWNSHIP,5.0
WRITE-IN,Governor,,,Lycoming,0100 ANTHONY TOWNSHIP,0.0
MARC FRIEDENBERG,U.S. House,12.0,DEM,Lycoming,0100 ANTHONY TOWNSHIP,52.0
TOM MARINO,U.S. House,12.0,REP,Lycoming,0100 ANTHONY TOWNSHIP,334.0
WRITE-IN,U.S. House,12.0,,Lycoming,0100 ANTHONY TOWNSHIP,0.0
LINDA KAY SOSNIAK,State House,84.0,DEM,Lycoming,0100 ANTHONY TOWNSHIP,47.0
GARTH EVERETT,State House,84.0,REP,Lycoming,0100 ANTHONY TOWNSHIP,343.0
WRITE-IN,State House,84.0,,Lycoming,0100 ANTHONY TOWNSHIP,0.0
AIRNEEZER PAGE,State House,83.0,DEM,Lycoming,0100 ANTHONY TOWNSHIP,
JEFF WHEELAND,State House,83.0,REP,Lycoming,0100 ANTHONY TOWNSHIP,
WRITE-IN,State House,83.0,,Lycoming,0100 ANTHONY TOWNSHIP,
,Registered Voters,,,Lycoming,0200 ARMSTRONG TOWNSHIP,454.0
