candidate,office,district,party,county,precinct,votes
Biden/Harris,President,,DEM,Warren,Warren Central,221
Trump/Pence,President,,REP,Warren,Warren Central,271
Jorgensen/Cohe,President,,LIB,Warren,Warren Central,23
Howie Hawkins (W),President,,,Warren,Warren Central,0
President R. Boddie (W),President,,,Warren,Warren Central,0
Brian Carroll (W),President,,,Warren,Warren Central,0
Derek Irving Collins (W),President,,,Warren,Warren Central,0
Ryan Ehrenreich (W),President,,,Warren,Warren Central,0
Juliette Jenner (W),President,,,Warren,Warren Central,0
Joe McHugh (W),President,,,Warren,Warren Central,0
John Manimas Medeiros (W),President,,,Warren,Warren Central,0
James Ogle (W),President,,,Warren,Warren Central,0
Brock Pierce (W),President,,,Warren,Warren Central,0
Albert Raley (W),President,,,Warren,Warren Central,0
Deborah Rouse (W),President,,,Warren,Warren Central,0
Jade Simmons (W),President,,,Warren,Warren Central,0
Mary Ruth Caro Simmons (W),President,,,Warren,Warren Central,0
Ronald Bryan Smith (W),President,,,Warren,Warren Central,0
Silvia Stagg (W),President,,,Warren,Warren Central,0
Christopher Stried (W),President,,,Warren,Warren Central,0
"Sheila ""Samm"" Tittle (W)",President,,,Warren,Warren Central,0
Ann Yeager (W),President,,,Warren,Warren Central,0
Unresolved Write-In,President,,,Warren,Warren Central,0
Josh Shapiro,Attorney General,,DEM,Warren,Warren Central,212
Heather Heidelbaugh,Attorney General,,REP,Warren,Warren Central,260
Daniel Wassmer,Attorney General,,LIB,Warren,Warren Central,22
Richard L Weiss,Attorney General,,GRN,Warren,Warren Central,9
Unresolved Write-In,Attorney General,,,Warren,Warren Central,0
Nina Ahmad,Auditor General,,DEM,Warren,Warren Central,194
Timothy Defoor,Auditor General,,REP,Warren,Warren Central,273
Jennifer Moore,Auditor General,,LIB,Warren,Warren Central,28
Olivia Faison,Auditor General,,GRN,Warren,Warren Central,9
Unresolved Write-In,Auditor General,,,Warren,Warren Central,0
Joe Torsella,State Treasurer,,DEM,Warren,Warren Central,205
Stacy L Garrity,State Treasurer,,REP,Warren,Warren Central,257
Joe Soloski,State Treasurer,,LIB,Warren,Warren Central,33
Timothy Runkle,State Treasurer,,GRN,Warren,Warren Central,9
Unresolved Write-In,State Treasurer,,,Warren,Warren Central,0
Robert Williams,U.S. House,15,DEM,Warren,Warren Central,208
Glenn GT Thompson,U.S. House,15,REP,Warren,Warren Central,296
Unresolved Write-In,U.S. House,15,,Warren,Warren Central,0
Shelbie L. Stromyer,State Senate,21,DEM,Warren,Warren Central,215
Scott E. Hutchinson,State Senate,21,REP,Warren,Warren Central,287
Unresolved Write-In,State Senate,21,,Warren,Warren Central,0
Kathy L Rapp,State Representative,65,REP,Warren,Warren Central,395
Unresolved Write-In,State Representative,65,,Warren,Warren Central,1
Biden/Harris,President,,DEM,Warren,Warren North,296
Trump/Pence,President,,REP,Warren,Warren North,401
Jorgensen/Cohe,President,,LIB,Warren,Warren North,18
Howie Hawkins (W),President,,,Warren,Warren North,3
President R. Boddie (W),President,,,Warren,Warren North,0
Brian Carroll (W),President,,,Warren,Warren North,0
Derek Irving Collins (W),President,,,Warren,Warren North,0
Ryan Ehrenreich (W),President,,,Warren,Warren North,0
Juliette Jenner (W),President,,,Warren,Warren North,0
Joe McHugh (W),President,,,Warren,Warren North,0
John Manimas Medeiros (W),President,,,Warren,Warren North,0
James Ogle (W),President,,,Warren,Warren North,0
Brock Pierce (W),President,,,Warren,Warren North,0
Albert Raley (W),President,,,Warren,Warren North,0
Deborah Rouse (W),President,,,Warren,Warren North,0
Jade Simmons (W),President,,,Warren,Warren North,0
Mary Ruth Caro Simmons (W),President,,,Warren,Warren North,0
Ronald Bryan Smith (W),President,,,Warren,Warren North,0
Silvia Stagg (W),President,,,Warren,Warren North,0
Christopher Stried (W),President,,,Warren,Warren North,0
"Sheila ""Samm"" Tittle (W)",President,,,Warren,Warren North,0
Ann Yeager (W),President,,,Warren,Warren North,0
Unresolved Write-In,President,,,Warren,Warren North,1
