county,precinct,office,district,party,candidate,election_day,absentee,votes
Adams,Abbottstown,Registered Voters,,,,,,483
Adams,Abbottstown,Registered Voters,,DEM,,,,183
Adams,Abbottstown,Registered Voters,,REP,,,,300
Adams,Abbottstown,Ballots Cast,,,,131,54,185
Adams,Abbottstown,Ballots Cast,,DEM,,32,31,63
Adams,Abbottstown,Ballots Cast,,REP,,99,23,122
Adams,Abbottstown,President,,DEM,Bernie Sanders,8,3,11
Adams,Abbottstown,President,,DEM,Joseph R Biden,17,27,44
Adams,Abbottstown,President,,DEM,Tulsi Gabbard,3,0,3
Adams,Abbottstown,President,,DEM,Write-in,5,1,6
Adams,Abbottstown,Attorney General,,DEM,Josh Shapiro,26,28,54
Adams,Abbottstown,Attorney General,,DEM,Write-in,3,0,3
Adams,Abbottstown,Auditor General,,DEM,H Scott Conklin,6,3,9
Adams,Abbottstown,Auditor General,,DEM,Michael Lamb,2,4,6
Adams,Abbottstown,Auditor General,,DEM,Tracie Fountain,1,5,6
Adams,Abbottstown,Auditor General,,DEM,Rose Rosie Marie Davis,4,0,4
Adams,Abbottstown,Auditor General,,DEM,Nina Ahmad,5,1,6
Adams,Abbottstown,Auditor General,,DEM,Christina M Hartman,7,12,19
Adams,Abbottstown,Auditor General,,DEM,Write-in,3,1,4
Adams,Abbottstown,State Treasurer,,DEM,Joe Torsella,25,26,51
Adams,Abbottstown,State Treasurer,,DEM,Write-in,3,0,3
Adams,Abbottstown,U.S. House,13,DEM,Todd Rowley,25,24,49
Adams,Abbottstown,U.S. House,13,DEM,Write-in,3,1,4
Adams,Abbottstown,State Senate,33,DEM,Rich Sterner,26,26,52
Adams,Abbottstown,State Senate,33,DEM,Write-in,3,1,4
Adams,Abbottstown,General Assembly,193,DEM,Write-in,3,1,4
Adams,Abbottstown,President,,REP,Donald J Trump,97,22,119
Adams,Abbottstown,President,,REP,Roque Rocky De La Fuente,0,0,0
Adams,Abbottstown,President,,REP,Bill Weld,0,1,1
Adams,Abbottstown,President,,REP,Write-in,0,0,0
Adams,Abbottstown,Attorney General,,REP,Heather Heidelbaugh,85,22,107
Adams,Abbottstown,Attorney General,,REP,Write-in,3,0,3
Adams,Abbottstown,Auditor General,,REP,Timothy Defoor,87,22,109
Adams,Abbottstown,Auditor General,,REP,Write-in,0,0,0
Adams,Abbottstown,State Treasurer,,REP,Stacy L Garrity,86,22,108
Adams,Abbottstown,State Treasurer,,REP,Write-in,0,0,0
Adams,Abbottstown,U.S. House,13,REP,John Joyce,89,23,112
Adams,Abbottstown,U.S. House,13,REP,Write-in,0,0,0
Adams,Abbottstown,State Senate,33,REP,Doug Mastriano,93,22,115
Adams,Abbottstown,State Senate,33,REP,Write-in,0,0,0
Adams,Abbottstown,General Assembly,193,REP,Torren Ecker,91,23,114
Adams,Abbottstown,General Assembly,193,REP,Write-in,0,0,0
Adams,Arendtsville,Registered Voters,,,,,,421
Adams,Arendtsville,Registered Voters,,DEM,,,,148
Adams,Arendtsville,Registered Voters,,REP,,,,273
Adams,Arendtsville,Ballots Cast,,,,122,78,200
Adams,Arendtsville,Ballots Cast,,DEM,,30,36,66
Adams,Arendtsville,Ballots Cast,,REP,,92,42,134
