county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Armstrong,Apollo Borough,Ballots Cast,,,,547,147,4,698
Armstrong,Apollo Borough,President,,Joseph R. Biden,DEM,137,95,2,234
Armstrong,Apollo Borough,President,,Donald J. Trump,REP,400,47,2,449
Armstrong,Apollo Borough,President,,Jo Jorgensen,LBN,8,4,0,12
Armstrong,Apollo Borough,President,,Write-ins,,1,0,0,1
Armstrong,Apollo Borough,President,,Unresolved Write-In,,0,0,0,0
Armstrong,Apollo Borough,Attorney General,,JOSH SHAPIRO,DEM,161,103,2,266
Armstrong,Apollo Borough,Attorney General,,HEATHER HEIDELBAUGH,REP,357,40,2,399
Armstrong,Apollo Borough,Attorney General,,DANIEL WASSMER,LBN,18,2,0,20
Armstrong,Apollo Borough,Attorney General,,RICHARD L WEISS,GRN,5,2,0,7
Armstrong,Apollo Borough,Attorney General,,Unresolved Write-In,,0,0,0,0
Armstrong,Apollo Borough,Auditor General,,NINA AHMAD,DEM,129,90,2,221
Armstrong,Apollo Borough,Auditor General,,TIMOTHY DEFOOR,REP,369,52,2,423
Armstrong,Apollo Borough,Auditor General,,JENNIFER MOORE,LBN,33,4,0,37
Armstrong,Apollo Borough,Auditor General,,OLIVIA FAISON,GRN,5,1,0,6
Armstrong,Apollo Borough,Auditor General,,Unresolved Write-In,,0,0,0,0
Armstrong,Apollo Borough,State Treasurer,,JOE TORSELLA,DEM,143,87,2,232
Armstrong,Apollo Borough,State Treasurer,,STACY L GARRITY,REP,364,54,2,420
Armstrong,Apollo Borough,State Treasurer,,JOE SOLOSKI,LBN,27,2,0,29
Armstrong,Apollo Borough,State Treasurer,,TIMOTHY RUNKLE,GRN,4,4,0,8
Armstrong,Apollo Borough,State Treasurer,,Write-ins,,1,0,0,1
Armstrong,Apollo Borough,State Treasurer,,Unresolved Write-In,,0,0,0,0
Armstrong,Apollo Borough,U.S. House,15,ROBERT WILLIAMS,DEM,153,96,2,251
Armstrong,Apollo Borough,U.S. House,15,GLENN GT THOMPSON,REP,381,50,2,433
Armstrong,Apollo Borough,U.S. House,,Write-ins,,0,0,0,0
Armstrong,Apollo Borough,U.S. House,,Unresolved Write-In,,0,0,0,0
Armstrong,Apollo Borough,State Senate,41,ANTHONY J DELORETO,DEM,144,92,2,238
Armstrong,Apollo Borough,State Senate,41,JOE PITTMAN,REP,390,54,2,446
Armstrong,Apollo Borough,State Senate,,Write-ins,,1,0,0,1
Armstrong,Apollo Borough,State Senate,,Unresolved Write-In,,0,0,0,0
Armstrong,Apollo Borough,State House,55,JOSEPH A PETRARCA,DEM,195,104,1,300
Armstrong,Apollo Borough,State House,55,JASON SILVIS,REP,343,42,1,386
Armstrong,Apollo Borough,State House,,Write-ins,,2,0,0,2
Armstrong,Apollo Borough,State House,,Unresolved Write-In,,0,0,0,0
Armstrong,Applewood Borough,Ballots Cast,,,,127,36,3,166
Armstrong,Applewood Borough,President,,Joseph R. Biden,DEM,34,24,0,58
Armstrong,Applewood Borough,President,,Donald J. Trump,REP,88,12,2,102
Armstrong,Applewood Borough,President,,Jo Jorgensen,LBN,4,0,1,5
Armstrong,Applewood Borough,President,,Write-ins,,1,0,0,1
Armstrong,Applewood Borough,President,,Unresolved Write-In,,0,0,0,0
Armstrong,Applewood Borough,Attorney General,,JOSH SHAPIRO,DEM,42,24,0,66
Armstrong,Applewood Borough,Attorney General,,HEATHER HEIDELBAUGH,REP,74,10,3,87
Armstrong,Applewood Borough,Attorney General,,DANIEL WASSMER,LBN,8,0,0,8
Armstrong,Applewood Borough,Attorney General,,RICHARD L WEISS,GRN,0,1,0,1
Armstrong,Applewood Borough,Attorney General,,Unresolved Write-In,,0,0,0,0
Armstrong,Applewood Borough,Auditor General,,NINA AHMAD,DEM,28,19,0,47
Armstrong,Applewood Borough,Auditor General,,TIMOTHY DEFOOR,REP,84,15,2,101
Armstrong,Applewood Borough,Auditor General,,JENNIFER MOORE,LBN,9,0,0,9
Armstrong,Applewood Borough,Auditor General,,OLIVIA FAISON,GRN,1,1,1,3
Armstrong,Applewood Borough,Auditor General,,Unresolved Write-In,,0,0,0,0
Armstrong,Applewood Borough,State Treasurer,,JOE TORSELLA,DEM,34,17,1,52
Armstrong,Applewood Borough,State Treasurer,,STACY L GARRITY,REP,73,14,2,89
Armstrong,Applewood Borough,State Treasurer,,JOE SOLOSKI,LBN,15,2,0,17
Armstrong,Applewood Borough,State Treasurer,,TIMOTHY RUNKLE,GRN,0,1,0,1
Armstrong,Applewood Borough,State Treasurer,,Write-ins,,0,0,0,0
Armstrong,Applewood Borough,State Treasurer,,Unresolved Write-In,,0,0,0,0
Armstrong,Applewood Borough,U.S. House,15,ROBERT WILLIAMS,DEM,34,21,1,56
Armstrong,Applewood Borough,U.S. House,15,GLENN GT THOMPSON,REP,85,14,2,101
Armstrong,Applewood Borough,U.S. House,,Write-ins,,0,0,0,0
Armstrong,Applewood Borough,U.S. House,,Unresolved Write-In,,0,0,0,0
Armstrong,Applewood Borough,State Senate,41,ANTHONY J DELORETO,DEM,32,19,1,52
Armstrong,Applewood Borough,State Senate,41,JOE PITTMAN,REP,88,15,2,105
Armstrong,Applewood Borough,State Senate,,Write-ins,,0,0,0,0
Armstrong,Applewood Borough,State Senate,,Unresolved Write-In,,0,0,0,0
Armstrong,Applewood Borough,State House,60,JEFF PYLE,REP,106,21,3,130
Armstrong,Applewood Borough,State House,,Write-ins,,8,5,0,13
Armstrong,Applewood Borough,State House,,Unresolved Write-In,,0,0,0,0
Armstrong,Atwood Borough,Ballots Cast,,,,51,11,0,62
Armstrong,Atwood Borough,President,,Joseph R. Biden,DEM,1,9,0,10
Armstrong,Atwood Borough,President,,Donald J. Trump,REP,49,2,0,51
Armstrong,Atwood Borough,President,,Jo Jorgensen,LBN,1,0,0,1
Armstrong,Atwood Borough,President,,Write-ins,,0,0,0,0
Armstrong,Atwood Borough,President,,Unresolved Write-In,,0,0,0,0
Armstrong,Atwood Borough,Attorney General,,JOSH SHAPIRO,DEM,2,10,0,12
Armstrong,Atwood Borough,Attorney General,,HEATHER HEIDELBAUGH,REP,48,1,0,49
Armstrong,Atwood Borough,Attorney General,,DANIEL WASSMER,LBN,1,0,0,1
Armstrong,Atwood Borough,Attorney General,,RICHARD L WEISS,GRN,0,0,0,0
Armstrong,Atwood Borough,Attorney General,,Unresolved Write-In,,0,0,0,0
Armstrong,Atwood Borough,Auditor General,,NINA AHMAD,DEM,3,10,0,13
Armstrong,Atwood Borough,Auditor General,,TIMOTHY DEFOOR,REP,46,1,0,47
Armstrong,Atwood Borough,Auditor General,,JENNIFER MOORE,LBN,2,0,0,2
Armstrong,Atwood Borough,Auditor General,,OLIVIA FAISON,GRN,0,0,0,0
Armstrong,Atwood Borough,Auditor General,,Unresolved Write-In,,0,0,0,0
Armstrong,Atwood Borough,State Treasurer,,JOE TORSELLA,DEM,1,9,0,10
Armstrong,Atwood Borough,State Treasurer,,STACY L GARRITY,REP,49,2,0,51
Armstrong,Atwood Borough,State Treasurer,,JOE SOLOSKI,LBN,1,0,0,1
Armstrong,Atwood Borough,State Treasurer,,TIMOTHY RUNKLE,GRN,0,0,0,0
