county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Perry,BLAIN BOROUGH,President,,DEM,BIDEN/HARRIS,23,21,2,0
Perry,BLAIN BOROUGH,President,,REP,TRUMP/PENCE,97,96,0,1
Perry,BLAIN BOROUGH,President,,LBT,JORGENSEN/COHEN,2,2,0,0
Perry,BLAIN BOROUGH,President,,,Write-Ins,0,0,0,0
Perry,BLAIN BOROUGH,Attorney General,,DEM,JOSH SHAPIRO,24,22,2,0
Perry,BLAIN BOROUGH,Attorney General,,REP,HEATHER HEIDELBAUGH,95,94,0,1
Perry,BLAIN BOROUGH,Attorney General,,LBT,DANIEL WASSMER,2,2,0,0
Perry,BLAIN BOROUGH,Attorney General,,GRE,RICHARD L WEISS,0,0,0,0
Perry,BLAIN BOROUGH,Attorney General,,,Write-Ins,0,0,0,0
Perry,BLAIN BOROUGH,Auditor General,,DEM,NINA AHMAD,20,18,2,0
Perry,BLAIN BOROUGH,Auditor General,,REP,TIMOTHY DEFOOR,96,95,0,1
Perry,BLAIN BOROUGH,Auditor General,,LBT,JENNIFER MOORE,3,3,0,0
Perry,BLAIN BOROUGH,Auditor General,,GRE,OLIVIA FAISON,0,0,0,0
Perry,BLAIN BOROUGH,Auditor General,,,Write-Ins,0,0,0,0
Perry,BLAIN BOROUGH,State Treasurer,,DEM,JOE TORSELLA,20,18,2,0
Perry,BLAIN BOROUGH,State Treasurer,,REP,STACY L GARRITY,97,96,0,1
Perry,BLAIN BOROUGH,State Treasurer,,LBT,JOE SOLOSKI,1,1,0,0
Perry,BLAIN BOROUGH,State Treasurer,,GRE,TIMOTHY RUNKLE,1,1,0,0
Perry,BLAIN BOROUGH,State Treasurer,,,Write-Ins,0,0,0,0
Perry,BLAIN BOROUGH,U.S. House,12,DEM,LEE GRIFFIN,20,18,2,0
Perry,BLAIN BOROUGH,U.S. House,12,REP,FRED KELLER,100,99,0,1
Perry,BLAIN BOROUGH,U.S. House,12,,Write-Ins,0,0,0,0
Perry,BLAIN BOROUGH,State Senate,15,DEM,GEORGE SCOTT,25,23,2,0
Perry,BLAIN BOROUGH,State Senate,15,REP,JOHN DISANTO,95,94,0,1
Perry,BLAIN BOROUGH,State Senate,15,,Write-Ins,0,0,0,0
Perry,BLAIN BOROUGH,State Assembly,86,REP,PERRY STAMBAUGH,111,109,1,1
Perry,BLAIN BOROUGH,State Assembly,86,,Write-Ins,0,0,0,0
Perry,BLOOMFIELD BOROUGH,President,,DEM,BIDEN/HARRIS,166,91,72,3
Perry,BLOOMFIELD BOROUGH,President,,REP,TRUMP/PENCE,352,301,50,1
Perry,BLOOMFIELD BOROUGH,President,,LBT,JORGENSEN/COHEN,7,6,1,0
Perry,BLOOMFIELD BOROUGH,President,,,Write-Ins,7,3,4,0
Perry,BLOOMFIELD BOROUGH,Attorney General,,DEM,JOSH SHAPIRO,172,99,70,3
Perry,BLOOMFIELD BOROUGH,Attorney General,,REP,HEATHER HEIDELBAUGH,330,280,49,1
Perry,BLOOMFIELD BOROUGH,Attorney General,,LBT,DANIEL WASSMER,13,10,3,0
Perry,BLOOMFIELD BOROUGH,Attorney General,,GRE,RICHARD L WEISS,9,6,3,0
Perry,BLOOMFIELD BOROUGH,Attorney General,,,Write-Ins,0,0,0,0
Perry,BLOOMFIELD BOROUGH,Auditor General,,DEM,NINA AHMAD,142,77,62,3
Perry,BLOOMFIELD BOROUGH,Auditor General,,REP,TIMOTHY DEFOOR,353,297,55,1
Perry,BLOOMFIELD BOROUGH,Auditor General,,LBT,JENNIFER MOORE,17,15,2,0
Perry,BLOOMFIELD BOROUGH,Auditor General,,GRE,OLIVIA FAISON,7,3,4,0
Perry,BLOOMFIELD BOROUGH,Auditor General,,,Write-Ins,0,0,0,0
Perry,BLOOMFIELD BOROUGH,State Treasurer,,DEM,JOE TORSELLA,150,82,65,3
