county,precinct,office,district,party,candidate,election_day,absentee,mail_in,provisional,votes
Bradford,BURLINGTON BOROUGH,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,BURLINGTON BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,2,1,4,0,7
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,Michael Lamb,3,0,1,0,4
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,Tracie Fountain,1,0,0,0,1
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,2,0,4
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,Nina Ahmad,1,0,7,0,8
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,1,0,4,0,5
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,4,0,0,0,4
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,Michael Lamb,5,1,0,0,6
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,0,1,0,1
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,0,1,3
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,0,0,1,3
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,7,0,1,0,8
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,CANTON BOROUGH,Auditor General,,DEM,H. Scott Conklin,8,0,7,0,15
Bradford,CANTON BOROUGH,Auditor General,,DEM,Michael Lamb,9,1,1,1,12
Bradford,CANTON BOROUGH,Auditor General,,DEM,Tracie Fountain,4,3,3,0,10
Bradford,CANTON BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,2,2,6,0,10
Bradford,CANTON BOROUGH,Auditor General,,DEM,Nina Ahmad,7,1,1,0,9
Bradford,CANTON BOROUGH,Auditor General,,DEM,Christina M. Hartman,8,1,2,2,13
Bradford,CANTON BOROUGH,Auditor General,,DEM,Timothy Defoor,2,0,0,0,2
Bradford,CANTON BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,6,0,4,0,10
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,Michael Lamb,5,0,4,0,9
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,Tracie Fountain,5,0,2,0,7
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,2,1,4
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,1,3,1,7
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,9,0,3,0,12
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,Timothy Defoor,1,0,0,0,1
Bradford,CANTON TOWNSHIP,Auditor General,,DEM,Write-In,0,0,2,0,2
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,7,0,1,0,8
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,Michael Lamb,2,1,3,0,6
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,Tracie Fountain,4,0,1,3,8
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,2,2,1,0,5
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,Nina Ahmad,5,1,5,1,12
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,7,2,1,0,10
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,COLUMBIA TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,2,0,0,0,2
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,Michael Lamb,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,2,0,4
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,Nina Ahmad,3,0,1,0,4
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,1,0,1,0,2
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,4,1,4,0,9
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,Michael Lamb,5,0,0,0,5
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,Tracie Fountain,1,0,0,0,1
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,1,1,2,1,5
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,1,0,1,1,3
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,5,0,2,0,7
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,2,0,2
Bradford,GRANVILLE TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,4,0,1,0,5
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,Michael Lamb,3,0,0,0,3
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,Tracie Fountain,1,0,1,0,2
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,2,0,6
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,2,0,2,6
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,6,0,0,1,7
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,H. Scott Conklin,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,Michael Lamb,0,0,2,0,2
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,Tracie Fountain,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,1,0,2
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,Nina Ahmad,1,0,1,0,2
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,Christina M. Hartman,2,0,1,0,3
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,3,0,4,0,7
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,Michael Lamb,7,0,0,0,7
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,2,2,0,4
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,4,1,1,2,8
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,0,0,0,2
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,4,0,2,0,6
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,LEROY TOWNSHIP,Auditor General,,DEM,Write-In,1,0,0,0,1
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,6,1,1,1,9
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,Michael Lamb,6,1,2,0,9
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,Tracie Fountain,1,0,5,0,6
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,5,0,3,0,8
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,Nina Ahmad,8,3,6,0,17
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,9,0,2,0,11
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,MONROE BOROUGH,Auditor General,,DEM,H. Scott Conklin,1,1,1,0,3
Bradford,MONROE BOROUGH,Auditor General,,DEM,Michael Lamb,3,0,2,0,5
Bradford,MONROE BOROUGH,Auditor General,,DEM,Tracie Fountain,0,0,3,0,3
Bradford,MONROE BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,4,1,3,0,8
Bradford,MONROE BOROUGH,Auditor General,,DEM,Nina Ahmad,0,0,5,0,5
Bradford,MONROE BOROUGH,Auditor General,,DEM,Christina M. Hartman,2,0,1,0,3
Bradford,MONROE BOROUGH,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,MONROE BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,2,0,1,0,3
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,Michael Lamb,4,1,4,0,9
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,2,0,0,2
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,3,3,2,0,8
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,8,1,1,1,11
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,3,0,3,0,6
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,Timothy Defoor,2,0,0,0,2
Bradford,MONROE TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,H. Scott Conklin,1,0,2,0,3
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,Michael Lamb,2,0,0,0,2
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,Tracie Fountain,1,0,0,0,1
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,0,1
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,Nina Ahmad,1,0,1,0,2
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,Christina M. Hartman,3,0,0,0,3
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,NEW ALBANY BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,2,1,2,0,5
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,Michael Lamb,1,0,3,0,4
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,Tracie Fountain,1,0,1,0,2
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,4,0,4,1,9
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,Nina Ahmad,9,2,2,0,13
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,9,0,7,0,16
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,Timothy Defoor,1,0,0,0,1
Bradford,ORWELL TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,6,0,0,0,6
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,Michael Lamb,0,0,1,0,1
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,Tracie Fountain,2,0,0,1,3
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,4,0,2,0,6
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,Nina Ahmad,1,0,0,0,1
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,4,0,2,0,6
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,OVERTON TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,3,0,2,0,5
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,Michael Lamb,1,0,1,0,2
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,0,0,0,0
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,2,1,0,0,3
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,5,1,2,0,8
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,2,2,1,0,5
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,PIKE TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,8,0,7,0,15
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,Michael Lamb,2,1,4,2,9
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,Tracie Fountain,1,2,4,1,8
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,4,0,1,0,5
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,Nina Ahmad,5,1,2,1,9
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,7,2,3,0,12
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,DEM,Write-In,1,0,0,0,1
Bradford,ROME BOROUGH,Auditor General,,DEM,H. Scott Conklin,1,0,0,0,1
Bradford,ROME BOROUGH,Auditor General,,DEM,Michael Lamb,0,0,0,0,0
Bradford,ROME BOROUGH,Auditor General,,DEM,Tracie Fountain,1,0,0,0,1
Bradford,ROME BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0,0,0
Bradford,ROME BOROUGH,Auditor General,,DEM,Nina Ahmad,0,0,1,0,1
Bradford,ROME BOROUGH,Auditor General,,DEM,Christina M. Hartman,3,0,1,0,4
Bradford,ROME BOROUGH,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,ROME BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,ROME TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,1,1,2,0,4
Bradford,ROME TOWNSHIP,Auditor General,,DEM,Michael Lamb,3,0,3,0,6
Bradford,ROME TOWNSHIP,Auditor General,,DEM,Tracie Fountain,2,0,0,0,2
Bradford,ROME TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,3,0,0,0,3
Bradford,ROME TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,0,0,0,2
Bradford,ROME TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,2,0,3,0,5
Bradford,ROME TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,ROME TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,H. Scott Conklin,1,0,7,0,8
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,Michael Lamb,4,1,2,1,8
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,Tracie Fountain,2,1,8,1,12
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,4,2,10
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,Nina Ahmad,6,2,5,1,14
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,Christina M. Hartman,8,2,2,0,12
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,H. Scott Conklin,15,5,11,2,33
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,Michael Lamb,8,3,13,0,24
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,Tracie Fountain,7,2,15,0,24
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,Rose Rosie Marie Davis,15,3,8,2,28
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,Nina Ahmad,12,3,19,3,37
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,Christina M. Hartman,23,1,17,0,41
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,H. Scott Conklin,4,0,0,0,4
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,Michael Lamb,0,0,1,0,1
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,Tracie Fountain,6,0,0,0,6
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,Rose Rosie Marie Davis,3,0,0,0,3
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,Nina Ahmad,3,1,1,0,5
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,Christina M. Hartman,5,0,2,0,7
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,H. Scott Conklin,19,2,7,1,29
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,Michael Lamb,12,0,3,0,15
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,Tracie Fountain,5,2,5,0,12
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,Rose Rosie Marie Davis,6,1,4,0,11
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,Nina Ahmad,10,1,6,2,19
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,Christina M. Hartman,7,2,5,2,16
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,DEM,Write-In,1,0,0,0,1
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,H. Scott Conklin,1,0,1,0,2
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,Michael Lamb,1,0,3,0,4
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,Tracie Fountain,4,0,0,0,4
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,3,0,5
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,Nina Ahmad,2,1,2,0,5
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,Christina M. Hartman,2,0,1,0,3
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,0,0,1,0,1
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,Michael Lamb,4,1,4,0,9
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,0,3,0,3
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,3,0,6,1,10
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,0,5,2,9
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,2,2,2,2,8
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,5,0,3,2,10
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,Michael Lamb,11,0,4,1,16
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,Tracie Fountain,2,0,4,0,6
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,3,0,8,0,11
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,Nina Ahmad,3,1,1,0,5
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,7,0,4,0,11
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,6,1,0,0,7
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,Michael Lamb,4,0,1,0,5
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,0,1,0,1
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,0,0,2
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,Nina Ahmad,3,0,1,0,4
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,3,0,3,1,7
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,DEM,Write-In,1,0,0,0,1
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,H. Scott Conklin,1,1,2,0,4
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,Michael Lamb,4,1,6,0,11
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,Tracie Fountain,3,1,8,0,12
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,6,1,1,0,8
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,Nina Ahmad,11,0,2,4,17
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,Christina M. Hartman,15,1,12,0,28
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,Timothy Defoor,0,1,0,0,1
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,4,0,8,1,13
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,Michael Lamb,3,1,11,0,15
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,Tracie Fountain,1,0,1,0,2
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,3,0,4,0,7
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,Nina Ahmad,7,3,7,0,17
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,3,0,1,1,5
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,1,0,2,1,4
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,Michael Lamb,4,0,1,0,5
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,0,3,0,3
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,2,0,4
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,0,2,2,0,4
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,6,0,2,0,8
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,STANDING STONE TOWNSHIP,Auditor General,,DEM,Write-In,1,0,0,0,1
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,2,0,1,0,3
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,Michael Lamb,1,0,2,0,3
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,Tracie Fountain,0,0,0,0,0
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,5,1,2,0,8
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,Nina Ahmad,1,1,0,0,2
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,1,0,2,1,4
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,Timothy Defoor,1,0,0,0,1
Bradford,STEVENS TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,H. Scott Conklin,1,0,0,0,1
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,Michael Lamb,2,0,2,0,4
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,Tracie Fountain,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,0,0,2
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,Nina Ahmad,1,1,0,0,2
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,Christina M. Hartman,1,0,1,0,2
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,Timothy Defoor,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,7,1,5,0,13
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,Michael Lamb,2,1,1,0,4
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,Tracie Fountain,2,0,2,0,4
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,6,0,4,0,10
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,Nina Ahmad,4,0,3,0,7
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,2,0,3,0,5
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,Timothy Defoor,1,0,0,0,1
Bradford,TERRY TOWNSHIP,Auditor General,,DEM,Write-In,0,0,0,0,0
Bradford,TOWANDA BOROUGH 1ST WARD,Auditor General,,DEM,H. Scott Conklin,2,0,3,0,5
