county,office,district,party,candidate,votes,election_day,mail,provisional
Elk,Registered Voters,,,,20457,0,0,0
Elk,Ballots Cast,,,,8845,7150,1686,9
Elk,Ballots Cast Blank,,,,2,2,0,0
Elk,Judge of the Superior Court,,DEM,BRANDON NEUMAN,2955,1918,1032,5
Elk,Judge of the Superior Court,,REP,MARIA BATTISTA,5510,4942,564,4
Elk,Judge of the Superior Court,,LBR,DANIEL WASSMER,176,138,38,0
Elk,Judge of the Superior Court,,,Write-ins,11,11,0,0
Elk,Judge of the Commonwealth Court,,DEM,STELLA TSAI,3002,1957,1041,4
Elk,Judge of the Commonwealth Court,,REP,MATT WOLFORD,5631,5031,595,5
Elk,Judge of the Commonwealth Court,,,Write-ins,7,7,0,0
Elk,Tax Collector (4 Year),Benezette Township,D/R,TANYA GALLAGHER,109,100,9,0
Elk,Tax Collector (4 Year),Benezette Township,,Write-ins,5,4,1,0
Elk,Township Supervisor (6 Year),Benezette Township,,Write-ins,102,97,5,0
Elk,Township Auditor (6 Year),Benezette Township,,Write-ins,30,29,1,0
Elk,Township Auditor (4 Year),Benezette Township,,Write-ins,25,25,0,0
Elk,Judge of Elections (4 Year),,REP,LEIGH ANN COPELLO,102,94,8,0
Elk,Judge of Elections (4 Year),,,Write-ins,362,288,74,0
Elk,Inspector of Elections (4 Year),,DEM,BRENDA MAHOLTZ,92,86,6,0
Elk,Inspector of Elections (4 Year),,,Write-ins,264,220,44,0
Elk,School Director Region 3 (4 Year),St Marys Area,D/R,CHRISSY KEEBLER,1526,1201,323,2
Elk,School Director Region 3 (4 Year),St Marys Area,,Write-ins,54,48,6,0
Elk,School Director Region 3 (2 Year),St Marys Area,D/R,JEFF GAVAZZI,1478,1147,329,2
Elk,School Director Region 3 (2 Year),St Marys Area,,Write-ins,60,55,5,0
Elk,Supreme Court Retention - Christine Donohue,,,Yes,3451,2393,1053,5
Elk,Supreme Court Retention - Christine Donohue,,,No,5171,4600,568,3
Elk,Supreme Court Retention - Kevin M Dougherty,,,Yes,3394,2345,1044,5
Elk,Supreme Court Retention - Kevin M Dougherty,,,No,5177,4595,579,3
Elk,Supreme Court Retention - David Wecht,,,Yes,3413,2349,1059,5
Elk,Supreme Court Retention - David Wecht,,,No,5176,4601,572,3
Elk,Superior Court Retention - Alice Beck Dubow,,,Yes,3537,2466,1066,5
Elk,Superior Court Retention - Alice Beck Dubow,,,No,4979,4437,539,3
Elk,Commonwealth Court Retention - Michael H Wojcik,,,Yes,3551,2483,1064,4
Elk,Commonwealth Court Retention - Michael H Wojcik,,,No,4942,4397,541,4
Elk,Tax Collector (4 Year),Fox Township,D/R,JILL L PRITT,995,803,191,1
Elk,Tax Collector (4 Year),Fox Township,,Write-ins,16,14,2,0
Elk,Township Supervisor (6 Year),Fox Township,REP,MATTHEW D PONTZER,901,755,145,1
Elk,Township Supervisor (6 Year),Fox Township,,Write-ins,31,19,12,0
Elk,Township Auditor (6 Year),Fox Township,,Write-ins,82,64,18,0
Elk,Township Auditor (2 Year),Fox Township,,Write-ins,90,77,13,0
Elk,Judge of Elections (4 Year),,DEM,MARLENE GLANTZ,338,249,88,1
Elk,Inspector of Elections,,DEM,JOHN GLANTZ,192,122,69,1
Elk,Inspector of Elections,,REP,DORETHEA J SHEELEY,342,310,32,0
Elk,Inspector of Elections,,,Write-ins,10,9,1,0
Elk,Judge of Elections (4 Year),,REP,MARLENE BENINI,428,356,72,0
Elk,Inspector of Elections (4 Year),,DEM,JENNIFER BAUER,176,122,54,0
Elk,Inspector of Elections (4 Year),,REP,SANDRA J MILLER,304,270,34,0
Elk,Tax Collector (4 Year),Highland Township,REP,DEBRA RAUGHT,88,72,15,1
Elk,Tax Collector (4 Year),Highland Township,,Write-ins,51,41,10,0
Elk,Township Supervisor (4 Year),Highland Township,REP,JAMES A PENCE,102,83,18,1
Elk,Township Supervisor (4 Year),Highland Township,REP,LLOYD HULINGS,94,79,14,1
Elk,Township Supervisor (4 Year),Highland Township,,Write-ins,14,12,2,0
Elk,Township Auditor (6 Year),Highland Township,,Write-ins,30,22,8,0
Elk,Township Auditor (2 Year),Highland Township,,Write-ins,30,22,8,0
Elk,Judge of Elections (4 Year),,DEM,JAMES MCCLAIN,45,33,11,1
Elk,School Director At Large (4 Year),Kane Area,D/R,AMBER HANCHARICK,95,84,10,1
Elk,School Director At Large (4 Year),Kane Area,D/R,LINDA A ANDERSON,95,81,13,1
Elk,School Director At Large (4 Year),Kane Area,D/R,MERIDETH FADENHOLZ,109,92,16,1
Elk,School Director At Large (4 Year),Kane Area,REP,FRED JOHN LORENZO IV,116,103,12,1
Elk,School Director At Large (4 Year),Kane Area,,Write-ins,11,11,0,0
Elk,Tax Collector (4 Year),Horton Township,D/R,SUSAN THOM,330,276,54,0
Elk,Tax Collector (4 Year),Horton Township,,Write-ins,4,4,0,0
Elk,Township Supervisor (6 Year),Horton Township,D/R,KIMBERLY FAULK,310,258,52,0
Elk,Township Supervisor (6 Year),Horton Township,,Write-ins,17,16,1,0
Elk,Township Auditor (6 Year),Horton Township,,Write-ins,29,27,2,0
Elk,Township Auditor (4 Year),Horton Township,,Write-ins,27,24,3,0
Elk,Township Auditor (2 Year),Horton Township,,Write-ins,41,39,2,0
Elk,Judge of Elections (4 Year),,REP,SHERRY BEVACQUA,286,251,35,0
Elk,Inspector of Elections (4 Year),,REP,CAROL DEMPSEY,293,257,36,0
Elk,School Director At Large (4 Year),Ridgway Area,D/R,NATALIE AIELLO,1202,1024,178,0
Elk,School Director At Large (4 Year),Ridgway Area,D/R,MEGEN R HANDLEY,1164,961,203,0
Elk,School Director At Large (4 Year),Ridgway Area,D/R,AIMEE KEMICK,986,809,177,0
Elk,School Director At Large (4 Year),Ridgway Area,DEM,MATTHEW FRANK,787,600,187,0
Elk,School Director At Large (4 Year),Ridgway Area,REP,JAMIE COBAUGH,1000,900,99,1
Elk,School Director At Large (4 Year),Ridgway Area,,Write-ins,32,29,3,0
Elk,School Director Region 2 (4 Year),Brockway Area,D/R,LORI A SABATOSE,115,83,32,0
Elk,School Director Region 2 (4 Year),Brockway Area,REP,KATIE MORRIS,152,141,11,0
Elk,School Director Region 2 (4 Year),Brockway Area,,Write-ins,5,5,0,0
Elk,Tax Collector (4 Year),Jay Township,D/R,JAMES P ALLEGRETTO,523,376,146,1
Elk,Tax Collector (4 Year),Jay Township,,Write-ins,5,5,0,0
Elk,Township Supervisor (6 Year),Jay Township,D/R,ADAM BARBAZZENI,520,377,142,1
Elk,Township Supervisor (6 Year),Jay Township,,Write-ins,10,7,3,0
Elk,Township Auditor (6 Year),Jay Township,,Write-ins,44,38,6,0
Elk,Township Auditor (4 Year),Jay Township,,Write-ins,45,41,4,0
Elk,Township Auditor (2 Year),Jay Township,,Write-ins,55,49,6,0
Elk,Judge of Elections (4 Year),,REP,REBECCA V BRICEN,460,353,106,1
Elk,Inspector of Elections (4 Year),,D/R,CINDY DUELL,507,366,140,1
Elk,Tax Collector (4 Year),Jones Township,D/R,JOSEPH HAIGHT,451,379,72,0
Elk,Tax Collector (4 Year),Jones Township,,Write-ins,3,3,0,0
Elk,Township Supervisor (6 Year),Jones Township,D/R,FREDERICK F MALETTO III,440,371,69,0
Elk,Township Supervisor (6 Year),Jones Township,,Write-ins,5,3,2,0
Elk,Township Auditor (6 Year),Jones Township,REP,CARL R JOHNSON,424,365,59,0
Elk,Township Auditor (6 Year),Jones Township,,Write-ins,3,2,1,0
Elk,Township Auditor (4 Year),Jones Township,,Write-ins,31,26,5,0
Elk,Judge of Elections (4 Year),,D/R,ANN M FOULKROD,418,350,68,0
Elk,Inspector of Elections (4 Year),,DEM,DEBRA OCONNELL,151,101,50,0
Elk,Inspector of Elections (4 Year),,REP,LINDA BUSH,287,264,23,0
Elk,School Director At Large (4 Year),Johnsonburg Area,D/R,NICOLE ZIMMERMAN,924,744,180,0
Elk,School Director At Large (4 Year),Johnsonburg Area,D/R,ZACH PADASAK,808,649,159,0
Elk,School Director At Large (4 Year),Johnsonburg Area,D/R,DON LEE WENNER,785,638,147,0
Elk,School Director At Large (4 Year),Johnsonburg Area,D/R,RYAN D THIRY,748,606,142,0
Elk,School Director At Large (4 Year),Johnsonburg Area,,Write-ins,147,136,11,0
Elk,Tax Collector (4 Year),Millstone Township,REP,GRACE EISENMAN,42,32,10,0
Elk,Tax Collector (4 Year),Millstone Township,,Write-ins,2,2,0,0
Elk,Township Supervisor (6 Year),Millstone Township,REP,DALE ELLIS,38,32,6,0
Elk,Township Supervisor (6 Year),Millstone Township,,Write-ins,2,2,0,0
