county,office,district,party,candidate,votes,election_day,mail,provisional
Sullivan,JUDGE OF THE SUPERIOR COURT,,REP,BRANDON NEUMAN,622,422,199,1
Sullivan,JUDGE OF THE SUPERIOR COURT,,DEM,MARIA BATTISTA,1350,1234,115,1
Sullivan,JUDGE OF THE SUPERIOR COURT,,REP,DANIEL WASSON,47,37,10,0
Sullivan,JUDGE OF THE SUPERIOR COURT,,WI,Write-in,3,3,0,0
Sullivan,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,632,425,205,2
Sullivan,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1380,1251,129,0
Sullivan,JUDGE OF THE COMMONWEALTH COURT,,WI,Write-in,4,4,0,0
Sullivan,JUDGE OF THE COURT OF COMMON PLEAS,,DEM,NINA SORDONI,1631,1352,277,2
Sullivan,JUDGE OF THE COURT OF COMMON PLEAS,,WI,Write-in,132,126,6,0
Sullivan,DISTRICT ATTORNEY,,DEM,JULIE GAVITT SHAFFER,1726,1478,247,1
Sullivan,DISTRICT ATTORNEY,,WI,Write-in,23,19,4,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,DEM,JESSICA A. PENNELLA,1331,1099,231,1
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,DEM,JOSEPH P. FITZGERALD,1225,1011,214,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,REP,SCOT MURRAY,848,629,218,1
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,DEM,GABRIEL BLASI,1060,856,204,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,DEM,AMANDA HOOVER,1313,1175,138,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,WI,Write-in,29,22,7,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,WI,Write-in,9,6,3,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,WI,Write-in,3,3,0,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 4YR,,WI,Write-in,2,2,0,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 2YR,,DEM,JAN NACE,700,511,187,2
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 2YR,,REP,HAL STOCKDILL,1259,1128,131,0
Sullivan,SULLIVAN COUNTY SCHOOL DIRECTOR 2YR,,WI,Write-in,10,8,2,0
Sullivan,Cherry SUP 6,,REP,DON EVANS,400,333,66,1
Sullivan,Cherry SUP 6,,WI,Write-in,14,14,0,0
Sullivan,Cherry Auditor 2,,WI,Write-in,7,6,1,0
Sullivan,Cherry Auditor 4,,WI,Write-in,5,4,1,0
Sullivan,Cherry Auditor 6,,WI,Write-in,4,4,0,0
Sullivan,CHERRY TAX COLLECTOR,,,LOUCINDA J. KARKOVICH,405,331,73,1
Sullivan,CHERRY TAX COLLECTOR,,WI,Write-in,7,5,2,0
Sullivan,CHERRY JUDGE OF ELECTIONS,,,DAVID R. WEAKLAND,315,280,35,0
Sullivan,CHERRY JUDGE OF ELECTIONS,,WI,Write-in,4,2,2,0
Sullivan,CHERRY INSPECTOR OF ELECTIONS,,WI,Write-in,12,9,3,0
Sullivan,BERN JUDGE OF ELECTION,,WI,Write-in,4,4,0,0
Sullivan,BERN INSPECTOR OF ELECTION,,WI,Write-in,2,2,0,0
Sullivan,COLLEY SUPER,,,BRUNO L. DAY,114,103,11,0
Sullivan,COLLEY SUPER,,WI,Write-in,11,11,0,0
Sullivan,COLLEY AUDITOR 4,,WI,Write-in,6,5,1,0
Sullivan,COLLEY AUDITOR 6,,WI,Write-in,5,4,1,0
Sullivan,COLLEY TAX COLLECTOR,,,AMY DURLAND,132,120,12,0
Sullivan,COLLEY TAX COLLECTOR,,WI,Write-in,0,0,0,0
Sullivan,COLLEY JUDGE OF ELECTION,,,HENRIETTA ROSS,55,48,7,0
Sullivan,COLLEY JUDGE OF ELECTION,,WI,Write-in,1,1,0,0
Sullivan,COLLEY INSPECTOR OF ELECTION,,,JEAN W. FOUST,46,40,6,0
Sullivan,COLLEY INSPECTOR OF ELECTION,,WI,Write-in,1,1,0,0
Sullivan,LOPEZ JUDGE OF ELECTION,,WI,Write-in,1,1,0,0
Sullivan,LOPEZ INSPECTOR OF ELECTION,,,LINDA R. PATSON,42,37,5,0
Sullivan,LOPEZ INSPECTOR OF ELECTION,,,ELLA MARIE P. ARCARO,35,35,0,0
Sullivan,LOPEZ INSPECTOR OF ELECTION,,WI,Write-in,0,0,0,0
Sullivan,DAVIDSON SUPERVISOR,,WI,Write-in,41,40,1,0
Sullivan,DAVIDSON SUPER 6,,,CHARLES P. FOUST,112,109,12,0
Sullivan,DAVIDSON SUPER 6,,WI,Write-in,9,9,0,0
Sullivan,DAVIDSON AUDITOR 2,,WI,Write-in,6,6,0,0
Sullivan,DAVIDSON AUDITOR 4,,WI,Write-in,5,5,0,0
Sullivan,DAVIDSON AUDITOR 6,,WI,Write-in,5,5,0,0
Sullivan,DAVIDSON TAX COLLECTOR,,,KAREN BOBB,158,137,21,0
Sullivan,DAVIDSON TAX COLLECTOR,,WI,Write-in,0,0,0,0
Sullivan,DAVIDSON JUDGE OF ELECTION,,,BONNIE SHANER,151,133,18,0
Sullivan,DAVIDSON JUDGE OF ELECTION,,WI,Write-in,0,0,0,0
Sullivan,DAVIDSON INSPECTOR OF ELECTION,,,VICKI L. PETERMAN,138,116,22,0
Sullivan,DAVIDSON INSPECTOR OF ELECTION,,WI,Write-in,6,4,2,0
Sullivan,DUSHORE MAYOR,,,MARYBETH MINIER,112,89,23,0
Sullivan,DUSHORE MAYOR,,WI,Write-in,28,28,0,0
Sullivan,DUSHORE COUNCIL,,,JOHN A. SHOEMAKER,138,116,22,0
Sullivan,DUSHORE COUNCIL,,,DONN TOURSCHER,128,110,18,0
Sullivan,DUSHORE COUNCIL,,,PATRICK W. TAYLOR,124,105,19,0
Sullivan,DUSHORE COUNCIL,,,MARK RICHLIN,114,100,14,0
Sullivan,DUSHORE COUNCIL,,WI,Write-in,2,2,0,0
Sullivan,DUSHORE COUNCIL,,WI,Write-in,0,0,0,0
Sullivan,DUSHORE COUNCIL,,WI,Write-in,0,0,0,0
Sullivan,DUSHORE COUNCIL,,WI,Write-in,0,0,0,0
Sullivan,DUSHORE TAX COLLECTOR,,WI,Write-in,9,9,0,0
Sullivan,DUSHORE JUDGE OF ELECTION,,WI,DENISE L. LAMBERT,153,129,24,0
Sullivan,DUSHORE JUDGE OF ELECTION,,WI,Write-in,11,1,0,0
Sullivan,DUSHORE INSPECTOR OF ELECTION,,WI,MARY LOU MCCAMLEY,73,56,17,0
Sullivan,DUSHORE INSPECTOR OF ELECTION,,WI,SARAH JENSEN,83,75,8,0
Sullivan,EAGLES MAYOR,,WI,JOAN WERNER,69,48,21,0
Sullivan,EAGLES MAYOR,,WI,Write-in,27,24,3,0
Sullivan,EAGLES COUNCIL,,WI,RICHARD LIEBERT,74,50,24,0
Sullivan,EAGLES COUNCIL,,WI,LOUISE MIDDLETON,65,46,19,0
Sullivan,EAGLES COUNCIL,,WI,THOMAS GRAFF,33,25,8,0
Sullivan,EAGLES COUNCIL,,WI,JAMIE DIETER,66,54,12,0
Sullivan,EAGLES COUNCIL,,WI,JAMES WAY,71,52,19,0
Sullivan,EAGLES COUNCIL,,WI,Write-in,2,1,1,0
Sullivan,EAGLES TAX COLLECTOR,,WI,SHARON K. SMITH,92,68,26,0
Sullivan,EAGLES TAX COLLECTOR,,WI,Write-in,1,1,0,0
Sullivan,EAGLES MERE JUDGE OF ELECTION,,WI,DAVID R. CARSON,74,51,23,0
Sullivan,EAGLES MERE JUDGE OF ELECTION,,WI,Write-in,4,3,1,0
Sullivan,EAGLES INSPECTOR OF ELECTION,,WI,CATHERINE WISE,80,56,24,0
Sullivan,EAGLES INSPECTOR OF ELECTION,,WI,Write-in,3,2,1,0
Sullivan,ELKLAND SUPER,,WI,JOEY FIESTER,158,139,19,0
Sullivan,ELKLAND SUPER,,WI,Write-in,1,0,1,0
Sullivan,ELK AUDITOR,,WI,Write-in,5,4,1,0
Sullivan,ELK AUDITOR 4,,WI,Write-in,3,2,1,0
Sullivan,ELK AUDITOR 6,,WI,Write-in,2,1,1,0
Sullivan,ELK TAX COLLECTOR,,REP,KATHRYN DYMOND,152,131,21,0
Sullivan,ELK TAX COLLECTOR,,WI,Write-In,0,0,0,0
Sullivan,ELK JUDGE OF ELECTION,,REP,REBECCA BAGLEY,159,141,18,0
Sullivan,ELK JUDGE OF ELECTION,,WI,Write-In,1,0,1,0
Sullivan,ELK INSPECTOR OF ELECTION,,REP,LINDA M. ETZEL,68,53,15,0
Sullivan,ELK INSPECTOR OF ELECTION,,REP,MARIA LUND,99,90,9,0
Sullivan,ELK INSPECTOR OF ELECTION,,WI,Write-In,0,0,0,0
Sullivan,FORKS SUPER 2,,REP,TIMOTHY G. MCDONALD,76,64,12,0
Sullivan,FORKS SUPER 2,,WI,Write-In,37,32,5,0
Sullivan,FORKS SUPER 6,,REP,DANIEL LAMBERT,87,72,15,0
Sullivan,FORKS SUPER 6,,WI,Write-In,11,8,3,0
Sullivan,FORKS AUDITOR 4,,WI,Write-In,11,8,3,0
Sullivan,FORKS TAX COLLECTOR FORKS TOWNSHIP,,REP,KATERI VIVEIROS,110,93,17,0
Sullivan,FORKS TAX COLLECTOR FORKS TOWNSHIP,,WI,Write-In,0,0,0,0
Sullivan,FORKS JUDGE OF ELECTION FORKS TOWNSHIP,,REP,BARBARA J. WARBURTON,118,100,18,0
Sullivan,FORKS JUDGE OF ELECTION FORKS TOWNSHIP,,WI,Write-In,0,0,0,0
Sullivan,FORKS INSPECTOR OF ELECTION FORKS TOWNSHIP,,REP,SHIRLEY A. PARDOE,47,33,14,0
Sullivan,FORKS INSPECTOR OF ELECTION FORKS TOWNSHIP,,REP,LOUISE WOODHEAD,83,77,6,0
Sullivan,FORKS INSPECTOR OF ELECTION FORKS TOWNSHIP,,WI,Write-In,0,0,0,0
Sullivan,FORKSVILLE MAYOR,,REP,STEVE BROWN,59,52,7,0
Sullivan,FORKSVILLE MAYOR,,WI,Write-In,0,0,0,0
Sullivan,FORKS COUNCIL,,REP,WALTER D. TUBACH,51,45,6,0
Sullivan,FORKS COUNCIL,,WI,Write-In,31,27,4,0
Sullivan,FORKS COUNCIL,,WI,Write-In,22,19,3,0
Sullivan,FORKS COUNCIL,,WI,Write-In,0,0,0,0
Sullivan,FORKS AUDITOR 2,,WI,Write-in,6,6,0,0
Sullivan,FORKS AUDITOR 6,,WI,Write-in,3,3,0,0
Sullivan,FORKS TAX COLLECTOR FORKSVILLE BOROUGH,,WI,Write-in,6,6,0,0
Sullivan,FORKS JUDGE OF ELECTION FORKSVILLE BOROUGH,,,DEBRA A. ROSBACH,53,47,6,0
Sullivan,FORKS JUDGE OF ELECTION FORKSVILLE BOROUGH,,WI,Write-in,1,1,0,0
Sullivan,FORKS INSPECTOR OF ELECTION FORKSVILLE BOROUGH,,,GRACE E. COTT,20,16,4,0
Sullivan,FORKS INSPECTOR OF ELECTION FORKSVILLE BOROUGH,,,NESTA M. MYERS,37,33,4,0
Sullivan,FOX SUPER,,,ANDREW G. TROSTLE,102,90,12,0
Sullivan,FOX SUPER,,WI,Write-in,4,2,2,0
Sullivan,FOX AUDITOR,,,CLARICE V. CHANDLER,100,86,14,0
Sullivan,FOX AUDITOR,,WI,Write-in,1,1,0,0
Sullivan,FOX TAX COLLECTOR,,,SHEILA E. SCHU,101,87,14,0
Sullivan,FOX TOWNSHIP JUDGE OF ELECTION,,,LOU ANN WILCOX,103,90,13,0
Sullivan,FOX TOWNSHIP JUDGE OF ELECTION,,WI,Write-in,2,0,2,0
Sullivan,FOX INSPECTOR OF ELECTION,,,LYNSAY M. TROSTLE,96,84,12,0
Sullivan,FOX INSPECTOR OF ELECTION,,WI,Write-in,5,3,2,0
Sullivan,HILLS SUPERVISOR,,,ROBERT L. ZEIGLER,69,64,5,0
Sullivan,HILLS SUPERVISOR,,WI,Write-in,2,2,0,0
Sullivan,HILLS SUPER 6,,,RONALD SMITH,67,63,4,0
Sullivan,HILLS SUPER 6,,WI,Write-in,2,2,0,0
Sullivan,HILLS AUDITOR 4,,WI,Write-in,4,4,0,0
Sullivan,HILLS AUDITOR 6,,WI,Write-in,4,4,0,0
Sullivan,HILLS TAX,,WI,Write-in,21,21,0,0
Sullivan,HILLS JUDGE,,,CINDI L. MCCARTY,75,72,3,0
Sullivan,HILLS JUDGE,,WI,Write-in,0,0,0,0
Sullivan,HILLS INSPECTOR OF ELECTION,,,ANNETTE MICHELLE SPADARO PENNELLA,15,14,1,0
Sullivan,HILLS INSPECTOR OF ELECTION,,,MARY E. GIBBONS,69,64,5,0
Sullivan,HILLS INSPECTOR OF ELECTION,,WI,Write-in,0,0,0,0
Sullivan,LAPORTE TOWNSHIP,,,RICHARD MARKS,143,114,29,0
Sullivan,LAPORTE TOWNSHIP,,WI,Write-in,16,13,2,0
Sullivan,AUDITOR,,WI,Write-in,5,5,0,0
Sullivan,LAP TOWN AUDITOR 6,,WI,Write-in,3,2,1,0
Sullivan,LAP TOWN TAX COLLECTOR,,WI,Write-in,45,37,8,0
Sullivan,LAP TOWN JUDGE,,,ETHEL DEE TARCZA,148,123,25,0
Sullivan,LAP TOWN JUDGE,,WI,Write-in,1,1,0,0
Sullivan,LAP TOWN INSPECTOR OF ELECTIONS,,,REBECCA HEDGCOCK,83,48,35,0
Sullivan,LAP TOWN INSPECTOR OF ELECTIONS,,,KATHLEEN A. VANDINE,118,101,17,0
