county,office,district,party,candidate,votes,election_day,mail,provisional
Perry,Ballots Cast,,,,13347,,,
Perry,Blain Council 4 Year Term,,,JAKE A Saltzburg,59,57,2,
Perry,Blain Council 4 Year Term,,,Melissa A Turman,58,56,2,
Perry,Blain Council 4 Year Term,,,Write-In,4,4,,
Perry,Blain Inspector OF Election 4 Year Term,,,Patricia A Reisinger,63,60,3,
Perry,Blain Inspector OF Election 4 Year Term,,,Write-In,8,8,,
Perry,Blain Judge OF Election 4 Year Term,,,Sheila R Zehring,69,67,2,
Perry,Blain Judge OF Election 4 Year Term,,,Write-In,1,1,,
Perry,Blain Mayor 4 Year Term,,,Donald L Smith SR,53,51,2,
Perry,Blain Mayor 4 Year Term,,,Write-In,6,6,,
Perry,Blain TAX Collector 4 Year Term,,,Write-In,5,5,,
Perry,Bloomfield Council 4 Year Term,,,Malinda C Anderson,226,195,31,
Perry,Bloomfield Council 4 Year Term,,,R. Kevin Mccarty,205,182,23,
Perry,Bloomfield Council 4 Year Term,,,Write-In,29,22,7,
Perry,Bloomfield Inspector OF Election 4 Year Term,,,BARB Woods,160,144,16,
Perry,Bloomfield Inspector OF Election 4 Year Term,,,Write-In,1,,1,
Perry,Bloomfield Judge OF Election 4 Year Term,,,Galene Weller,273,240,33,
Perry,Bloomfield Judge OF Election 4 Year Term,,,Write-In,4,2,2,
Perry,Bloomfield Mayor 4 Year Term,,,GARY R EBY,260,229,31,
Perry,Bloomfield Mayor 4 Year Term,,,Write-In,15,11,4,
Perry,Bloomfield TAX Collector 4 Year Term,,,Brenda J Albright,276,241,35,
Perry,Bloomfield TAX Collector 4 Year Term,,,Write-In,5,4,1,
Perry,Buffalo Auditor 4 Year Term,,,Write-In,19,15,4,
Perry,Buffalo Auditor 6 Year Term,,,Write-In,23,18,5,
Perry,Buffalo Inspector OF Election 4 Year Term,,,Andrew A Bucke,351,324,27,
Perry,Buffalo Inspector OF Election 4 Year Term,,,Cindy Foreman,93,56,37,
Perry,Buffalo Inspector OF Election 4 Year Term,,,Write-In,,,,
Perry,Buffalo Judge OF Election 4 Year Term,,,TIM Albright,408,365,43,
Perry,Buffalo Judge OF Election 4 Year Term,,,Write-In,4,1,3,
Perry,Buffalo Supervisor 6 Year Term,,,LON Barrick,330,283,47,
Perry,Buffalo Supervisor 6 Year Term,,,Write-In,79,75,4,
Perry,Buffalo TAX Collector 4 Year Term,,,Christine C LOWE,338,285,53,
Perry,Buffalo TAX Collector 4 Year Term,,,Write-In,11,10,1,
Perry,Carroll Auditor 2 Year Term,,,Write-In,93,81,12,
Perry,Carroll Auditor 6 Year Term,,,Write-In,90,76,14,
Perry,Carroll Inspector OF Election 4 Year Term,,,Stacy L Keller,1094,1034,60,
Perry,Carroll Inspector OF Election 4 Year Term,,,Susan M H Chopp,389,245,144,
Perry,Carroll Inspector OF Election 4 Year Term,,,Write-In,4,1,3,
Perry,Carroll Judge OF Election 4 Year Term,,,Write-In,27,16,11,
Perry,Carroll Supervisor 4 Year Term,,,JOHN J Sledzinski JR,1236,1129,107,
Perry,Carroll Supervisor 4 Year Term,,,Write-In,41,31,10,
Perry,Carroll Supervisor 6 Year Term,,,Charles Thiemann,1191,1086,105,
Perry,Carroll Supervisor 6 Year Term,,,Write-In,57,44,13,
Perry,Carroll TAX Collector 4 Year Term,,,Christine S Jones,1243,1133,110,
