county,office,district,party,candidate,votes,election_day,mail,provisional
Cumberland,Judge of the Superior Court,,DEM,BRANDON NEUMAN,39995,26000,13840,155
Cumberland,Judge of the Superior Court,,REP,MARIA BATTISTA,37310,31369,5870,71
Cumberland,Judge of the Superior Court,,LBR,DANIEL WASSMER,1683,1150,521,12
Cumberland,Judge of the Superior Court,,,Write-ins,43,34,9,0
Cumberland,Judge of the Superior Court,,,Not Assigned,0,0,0,0
Cumberland,Judge of the Commonwealth Court,,DEM,STELLA TSAI,40903,26605,14130,168
Cumberland,Judge of the Commonwealth Court,,REP,MATT WOLFORD,38555,32333,6151,71
Cumberland,Judge of the Commonwealth Court,,,Write-ins,45,32,13,0
Cumberland,Judge of the Commonwealth Court,,,Not Assigned,0,0,0,0
Cumberland,Judge of the Court of Common Pleas,,DEM,SASHA SACAVAGE,40566,26548,13856,162
Cumberland,Judge of the Court of Common Pleas,,REP,KATHY SILCOX,38897,32458,6367,72
Cumberland,Judge of the Court of Common Pleas,,,Write-ins,72,56,16,0
Cumberland,Judge of the Court of Common Pleas,,,Not Assigned,0,0,0,0
Cumberland,Judge of the Court of Common Pleas,,REP,JODY S SMITH,52340,40543,11639,158
Cumberland,Judge of the Court of Common Pleas,,,Write-ins,1482,770,707,5
Cumberland,Judge of the Court of Common Pleas,,,Not Assigned,0,0,0,0
Cumberland,Controller,", 4 YEAR TERM",REP,DANA BEST,52141,40449,11540,152
Cumberland,Controller,", 4 YEAR TERM",,Write-ins,1113,552,557,4
Cumberland,Controller,", 4 YEAR TERM",,Not Assigned,0,0,0,0
Cumberland,Controller,", 4 YEAR TERM",DEM,SUSAN G TURNER,39952,26006,13786,160
Cumberland,Controller,", 4 YEAR TERM",REP,TAMMY SHEARER,39340,32821,6443,76
Cumberland,Controller,", 4 YEAR TERM",,Write-ins,32,22,10,0
Cumberland,Controller,", 4 YEAR TERM",,Not Assigned,0,0,0,0
Cumberland,Controller,", 4 YEAR TERM",DEM,MONTANA HARTMAN,39937,26016,13757,164
Cumberland,Controller,", 4 YEAR TERM",REP,ALYSSA AK KNISELY HOLSTAY,39161,32667,6421,73
Cumberland,Controller,", 4 YEAR TERM",,Write-ins,43,28,15,0
Cumberland,Controller,", 4 YEAR TERM",,Not Assigned,0,0,0,0
Cumberland,Controller,", 4 YEAR TERM",REP,DENNY LEBO,51697,39968,11576,153
Cumberland,Controller,", 4 YEAR TERM",,Write-ins,1072,527,542,3
Cumberland,Controller,", 4 YEAR TERM",,Not Assigned,0,0,0,0
Cumberland,Controller,", 4 YEAR TERM",REP,LISA GRAYSON,39686,32977,6636,73
Cumberland,Controller,", 4 YEAR TERM",DEM,DAVID J FISH,39472,25754,13556,162
Cumberland,Controller,", 4 YEAR TERM",,Write-ins,40,27,13,0
Cumberland,Controller,", 4 YEAR TERM",,Not Assigned,0,0,0,0
Cumberland,Controller,", 4 YEAR TERM",REP,CHARLEY HALL,52730,40438,12140,152
Cumberland,Controller,", 4 YEAR TERM",,Write-ins,881,430,446,5
Cumberland,Controller,", 4 YEAR TERM",,Not Assigned,0,0,0,0
