county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Beaver,Aliquippa 1,Registered Voters,,,,254,,,,
Beaver,Aliquippa 1,Ballots Cast,,,,70,55,15,0,
Beaver,Aliquippa 1,Judge of the Superior Court,,DEM,BRANDON NEUMAN,38,27,11,0,1
Beaver,Aliquippa 1,Judge of the Superior Court,,REP,MARIA BATTISTA,28,24,4,0,1
Beaver,Aliquippa 1,Judge of the Superior Court,,LBR,DANIEL WASSMER,1,1,0,0,1
Beaver,Aliquippa 1,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Beaver,Aliquippa 1,Judge of the Commonwealth Court,,DEM,STELLA TSAI,43,31,12,0,1
Beaver,Aliquippa 1,Judge of the Commonwealth Court,,REP,MATT WOLFORD,24,21,3,0,1
Beaver,Aliquippa 1,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Beaver,Aliquippa 1,School Director (4 Year),Aliquippa,DEM,SANDRA GILL,40,29,11,0,4
Beaver,Aliquippa 1,School Director (4 Year),Aliquippa,DEM,BRIAN M SIMS SR,37,26,11,0,4
Beaver,Aliquippa 1,School Director (4 Year),Aliquippa,DEM,YVONNE JACKSON,35,24,11,0,4
Beaver,Aliquippa 1,School Director (4 Year),Aliquippa,DEM,TINA PRICE GENES,32,23,9,0,4
Beaver,Aliquippa 1,School Director (4 Year),Aliquippa,REP,TORRI DURHAM FLANNIGAN,31,27,4,0,4
Beaver,Aliquippa 1,School Director (4 Year),Aliquippa,,Write-ins,3,3,0,0,4
Beaver,Aliquippa 1,School Director (2 Year),Aliquippa,DEM,TINA PRICE GENES,48,34,14,0,1
Beaver,Aliquippa 1,School Director (2 Year),Aliquippa,,Write-ins,6,5,1,0,1
Beaver,Aliquippa 1,Borough Council (4 Year),City of Aliquippa,DEM,BARBARA HILL,44,30,14,0,2
Beaver,Aliquippa 1,Borough Council (4 Year),City of Aliquippa,DEM,KARMA JACKSON,33,24,9,0,2
Beaver,Aliquippa 1,Borough Council (4 Year),City of Aliquippa,,Write-ins,8,6,2,0,2
Beaver,Aliquippa 1,Controller (2 Year),City of Aliquippa,,Write-ins,7,6,1,0,1
Beaver,Aliquippa 1,Judge of Election,,DEM,ELIZABETH TAYLOR,63,50,13,0,1
Beaver,Aliquippa 1,Judge of Election,,,Write-ins,2,1,1,0,1
Beaver,Aliquippa 1,Inspector of Elections,,,Write-ins,7,7,0,0,1
Beaver,Aliquippa 1,Supreme Court Retention - Christine Donohue,,,Yes,40,29,11,0,1
Beaver,Aliquippa 1,Supreme Court Retention - Christine Donohue,,,No,28,24,4,0,1
Beaver,Aliquippa 1,Supreme Court Retention - Kevin M Dougherty,,,Yes,40,29,11,0,1
Beaver,Aliquippa 1,Supreme Court Retention - Kevin M Dougherty,,,No,28,24,4,0,1
Beaver,Aliquippa 1,Supreme Court Retention - David Wecht,,,Yes,40,29,11,0,1
Beaver,Aliquippa 1,Supreme Court Retention - David Wecht,,,No,27,23,4,0,1
Beaver,Aliquippa 1,Superior Court Retention - Alice Beck Dubow,,,Yes,39,29,10,0,1
Beaver,Aliquippa 1,Superior Court Retention - Alice Beck Dubow,,,No,28,23,5,0,1
Beaver,Aliquippa 1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,40,30,10,0,1
Beaver,Aliquippa 1,Commonwealth Court Retention - Michael H Wojcik,,,No,26,22,4,0,1
Beaver,Aliquippa 1,Court of Common Pleas Retention - Dale M Fouse,,,Yes,41,30,11,0,1
Beaver,Aliquippa 1,Court of Common Pleas Retention - Dale M Fouse,,,No,25,21,4,0,1
Beaver,Aliquippa 2,Registered Voters,,,,665,,,,
Beaver,Aliquippa 2,Ballots Cast,,,,210,151,59,0,
Beaver,Aliquippa 2,Judge of the Superior Court,,DEM,BRANDON NEUMAN,180,132,48,0,1
Beaver,Aliquippa 2,Judge of the Superior Court,,REP,MARIA BATTISTA,10,7,3,0,1
Beaver,Aliquippa 2,Judge of the Superior Court,,LBR,DANIEL WASSMER,3,3,0,0,1
Beaver,Aliquippa 2,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Beaver,Aliquippa 2,Judge of the Commonwealth Court,,DEM,STELLA TSAI,186,137,49,0,1
Beaver,Aliquippa 2,Judge of the Commonwealth Court,,REP,MATT WOLFORD,7,4,3,0,1
Beaver,Aliquippa 2,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Beaver,Aliquippa 2,School Director (4 Year),Aliquippa,DEM,TINA PRICE GENES,159,115,44,0,4
Beaver,Aliquippa 2,School Director (4 Year),Aliquippa,DEM,BRIAN M SIMS SR,151,118,33,0,4
Beaver,Aliquippa 2,School Director (4 Year),Aliquippa,DEM,SANDRA GILL,147,106,41,0,4
Beaver,Aliquippa 2,School Director (4 Year),Aliquippa,DEM,YVONNE JACKSON,128,96,32,0,4
Beaver,Aliquippa 2,School Director (4 Year),Aliquippa,REP,TORRI DURHAM FLANNIGAN,44,32,12,0,4
Beaver,Aliquippa 2,School Director (4 Year),Aliquippa,,Write-ins,15,10,5,0,4
Beaver,Aliquippa 2,School Director (2 Year),Aliquippa,DEM,TINA PRICE GENES,177,129,48,0,1
Beaver,Aliquippa 2,School Director (2 Year),Aliquippa,,Write-ins,12,7,5,0,1
Beaver,Aliquippa 2,Borough Council (4 Year),City of Aliquippa,DEM,KARMA JACKSON,156,114,42,0,2
Beaver,Aliquippa 2,Borough Council (4 Year),City of Aliquippa,DEM,BARBARA HILL,111,71,40,0,2
Beaver,Aliquippa 2,Borough Council (4 Year),City of Aliquippa,,Write-ins,5,4,1,0,2
Beaver,Aliquippa 2,Controller (2 Year),City of Aliquippa,,Write-ins,23,13,10,0,1
Beaver,Aliquippa 2,Judge of Election,,DEM,MAUREEN L REDD,198,142,56,0,1
Beaver,Aliquippa 2,Judge of Election,,,Write-ins,3,1,2,0,1
Beaver,Aliquippa 2,Inspector of Elections,,DEM,REUBEN J FULLER,189,136,53,0,1
Beaver,Aliquippa 2,Inspector of Elections,,,Write-ins,2,1,1,0,1
Beaver,Aliquippa 2,Supreme Court Retention - Christine Donohue,,,Yes,179,134,45,0,1
Beaver,Aliquippa 2,Supreme Court Retention - Christine Donohue,,,No,25,13,12,0,1
Beaver,Aliquippa 2,Supreme Court Retention - Kevin M Dougherty,,,Yes,176,132,44,0,1
Beaver,Aliquippa 2,Supreme Court Retention - Kevin M Dougherty,,,No,26,14,12,0,1
Beaver,Aliquippa 2,Supreme Court Retention - David Wecht,,,Yes,170,123,47,0,1
Beaver,Aliquippa 2,Supreme Court Retention - David Wecht,,,No,31,22,9,0,1
Beaver,Aliquippa 2,Superior Court Retention - Alice Beck Dubow,,,Yes,175,129,46,0,1
Beaver,Aliquippa 2,Superior Court Retention - Alice Beck Dubow,,,No,28,18,10,0,1
Beaver,Aliquippa 2,Commonwealth Court Retention - Michael H Wojcik,,,Yes,173,125,48,0,1
Beaver,Aliquippa 2,Commonwealth Court Retention - Michael H Wojcik,,,No,27,19,8,0,1
Beaver,Aliquippa 2,Court of Common Pleas Retention - Dale M Fouse,,,Yes,177,131,46,0,1
Beaver,Aliquippa 2,Court of Common Pleas Retention - Dale M Fouse,,,No,26,15,11,0,1
Beaver,Aliquippa 3,Registered Voters,,,,299,,,,
Beaver,Aliquippa 3,Ballots Cast,,,,107,96,10,1,
Beaver,Aliquippa 3,Judge of the Superior Court,,DEM,BRANDON NEUMAN,98,88,9,1,1
Beaver,Aliquippa 3,Judge of the Superior Court,,REP,MARIA BATTISTA,4,4,0,0,1
Beaver,Aliquippa 3,Judge of the Superior Court,,LBR,DANIEL WASSMER,2,2,0,0,1
Beaver,Aliquippa 3,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Beaver,Aliquippa 3,Judge of the Commonwealth Court,,DEM,STELLA TSAI,101,91,9,1,1
Beaver,Aliquippa 3,Judge of the Commonwealth Court,,REP,MATT WOLFORD,3,3,0,0,1
Beaver,Aliquippa 3,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Beaver,Aliquippa 3,School Director (4 Year),Aliquippa,DEM,BRIAN M SIMS SR,77,67,10,0,4
Beaver,Aliquippa 3,School Director (4 Year),Aliquippa,DEM,TINA PRICE GENES,73,64,9,0,4
Beaver,Aliquippa 3,School Director (4 Year),Aliquippa,DEM,SANDRA GILL,62,56,6,0,4
Beaver,Aliquippa 3,School Director (4 Year),Aliquippa,DEM,YVONNE JACKSON,60,53,7,0,4
Beaver,Aliquippa 3,School Director (4 Year),Aliquippa,REP,TORRI DURHAM FLANNIGAN,27,23,3,1,4
Beaver,Aliquippa 3,School Director (4 Year),Aliquippa,,Write-ins,10,10,0,0,4
Beaver,Aliquippa 3,School Director (2 Year),Aliquippa,DEM,TINA PRICE GENES,92,83,9,0,1
Beaver,Aliquippa 3,School Director (2 Year),Aliquippa,,Write-ins,7,6,0,1,1
Beaver,Aliquippa 3,Borough Council (4 Year),City of Aliquippa,DEM,KARMA JACKSON,79,69,10,0,2
Beaver,Aliquippa 3,Borough Council (4 Year),City of Aliquippa,DEM,BARBARA HILL,62,54,7,1,2
Beaver,Aliquippa 3,Borough Council (4 Year),City of Aliquippa,,Write-ins,5,4,0,1,2
Beaver,Aliquippa 3,Controller (2 Year),City of Aliquippa,,Write-ins,8,8,0,0,1
Beaver,Aliquippa 3,Judge of Election,,,Write-ins,9,8,1,0,1
Beaver,Aliquippa 3,Inspector of Elections,,,Write-ins,7,6,1,0,1
Beaver,Aliquippa 3,Supreme Court Retention - Christine Donohue,,,Yes,91,85,5,1,1
Beaver,Aliquippa 3,Supreme Court Retention - Christine Donohue,,,No,13,9,4,0,1
Beaver,Aliquippa 3,Supreme Court Retention - Kevin M Dougherty,,,Yes,88,82,5,1,1
Beaver,Aliquippa 3,Supreme Court Retention - Kevin M Dougherty,,,No,13,9,4,0,1
Beaver,Aliquippa 3,Supreme Court Retention - David Wecht,,,Yes,91,85,5,1,1
Beaver,Aliquippa 3,Supreme Court Retention - David Wecht,,,No,12,9,3,0,1
Beaver,Aliquippa 3,Superior Court Retention - Alice Beck Dubow,,,Yes,89,83,5,1,1
Beaver,Aliquippa 3,Superior Court Retention - Alice Beck Dubow,,,No,13,9,4,0,1
Beaver,Aliquippa 3,Commonwealth Court Retention - Michael H Wojcik,,,Yes,87,81,5,1,1
Beaver,Aliquippa 3,Commonwealth Court Retention - Michael H Wojcik,,,No,14,10,4,0,1
Beaver,Aliquippa 3,Court of Common Pleas Retention - Dale M Fouse,,,Yes,83,76,6,1,1
Beaver,Aliquippa 3,Court of Common Pleas Retention - Dale M Fouse,,,No,15,12,3,0,1
Beaver,Aliquippa 4,Registered Voters,,,,266,,,,
Beaver,Aliquippa 4,Ballots Cast,,,,87,66,20,1,
Beaver,Aliquippa 4,Judge of the Superior Court,,DEM,BRANDON NEUMAN,71,53,17,1,1
Beaver,Aliquippa 4,Judge of the Superior Court,,REP,MARIA BATTISTA,14,11,3,0,1
Beaver,Aliquippa 4,Judge of the Superior Court,,LBR,DANIEL WASSMER,2,2,0,0,1
Beaver,Aliquippa 4,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Beaver,Aliquippa 4,Judge of the Commonwealth Court,,DEM,STELLA TSAI,74,55,18,1,1
Beaver,Aliquippa 4,Judge of the Commonwealth Court,,REP,MATT WOLFORD,13,11,2,0,1
Beaver,Aliquippa 4,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Beaver,Aliquippa 4,School Director (4 Year),Aliquippa,DEM,BRIAN M SIMS SR,55,41,13,1,4
Beaver,Aliquippa 4,School Director (4 Year),Aliquippa,DEM,YVONNE JACKSON,50,34,15,1,4
Beaver,Aliquippa 4,School Director (4 Year),Aliquippa,DEM,SANDRA GILL,47,33,13,1,4
Beaver,Aliquippa 4,School Director (4 Year),Aliquippa,DEM,TINA PRICE GENES,47,34,13,0,4
Beaver,Aliquippa 4,School Director (4 Year),Aliquippa,REP,TORRI DURHAM FLANNIGAN,18,15,2,1,4
Beaver,Aliquippa 4,School Director (4 Year),Aliquippa,,Write-ins,0,0,0,0,4
Beaver,Aliquippa 4,School Director (2 Year),Aliquippa,DEM,TINA PRICE GENES,72,55,16,1,1
Beaver,Aliquippa 4,School Director (2 Year),Aliquippa,,Write-ins,0,0,0,0,1
Beaver,Aliquippa 4,Borough Council (4 Year),City of Aliquippa,DEM,KARMA JACKSON,58,43,14,1,2
Beaver,Aliquippa 4,Borough Council (4 Year),City of Aliquippa,DEM,BARBARA HILL,56,39,16,1,2
